Chrom.1		
UV		
ml	mAU	
7.503	-2.322905	
7.504	-2.317224	
7.505	-2.312365	
7.506	-2.306956	
7.507	-2.301302	
7.507	-2.293757	
7.508	-2.285155	
7.509	-2.277823	
7.51	-2.271792	
7.511	-2.265609	
7.512	-2.259518	
7.512	-2.254458	
7.513	-2.249391	
7.514	-2.24329	
7.515	-2.237955	
7.516	-2.233285	
7.517	-2.22746	
7.517	-2.219869	
7.518	-2.212233	
7.519	-2.204636	
7.52	-2.197139	
7.521	-2.190202	
7.522	-2.183612	
7.522	-2.17608	
7.523	-2.170361	
7.524	-2.161305	
7.525	-2.154585	
7.526	-2.148071	
7.527	-2.139851	
7.527	-2.132388	
7.528	-2.127905	
7.529	-2.122834	
7.53	-2.116961	
7.531	-2.109181	
7.532	-2.101936	
7.532	-2.094685	
7.533	-2.086262	
7.534	-2.078517	
7.535	-2.071231	
7.536	-2.062287	
7.536	-2.054304	
7.537	-2.04565	
7.538	-2.038681	
7.539	-2.031507	
7.54	-2.024633	
7.541	-2.01753	
7.541	-2.009742	
7.542	-2.00236	
7.543	-1.993736	
7.544	-1.986083	
7.545	-1.979355	
7.546	-1.971346	
7.546	-1.962793	
7.547	-1.955508	
7.548	-1.946247	
7.549	-1.935397	
7.55	-1.926228	
7.551	-1.91671	
7.551	-1.907923	
7.552	-1.899753	
7.553	-1.891687	
7.554	-1.882581	
7.555	-1.873088	
7.556	-1.86379	
7.556	-1.854203	
7.557	-1.845858	
7.558	-1.837964	
7.559	-1.827472	
7.56	-1.815916	
7.561	-1.804824	
7.561	-1.794474	
7.562	-1.785157	
7.563	-1.775741	
7.564	-1.765716	
7.565	-1.754429	
7.566	-1.745133	
7.566	-1.734879	
7.567	-1.72524	
7.568	-1.715707	
7.569	-1.704897	
7.57	-1.694072	
7.57	-1.683044	
7.571	-1.672824	
7.572	-1.66284	
7.573	-1.652565	
7.574	-1.640342	
7.575	-1.629764	
7.575	-1.620589	
7.576	-1.608327	
7.577	-1.596963	
7.578	-1.585953	
7.579	-1.574336	
7.58	-1.5638	
7.58	-1.553841	
7.581	-1.54435	
7.582	-1.533549	
7.583	-1.522212	
7.584	-1.510346	
7.585	-1.498068	
7.585	-1.488094	
7.586	-1.476234	
7.587	-1.464937	
7.588	-1.455091	
7.589	-1.443134	
7.59	-1.433615	
7.59	-1.422985	
7.591	-1.411639	
7.592	-1.400612	
7.593	-1.389167	
7.594	-1.375593	
7.595	-1.364141	
7.595	-1.351856	
7.596	-1.338811	
7.597	-1.327352	
7.598	-1.316254	
7.599	-1.304392	
7.599	-1.2917	
7.6	-1.279502	
7.601	-1.267177	
7.602	-1.254758	
7.603	-1.242406	
7.604	-1.230135	
7.604	-1.218604	
7.605	-1.207577	
7.606	-1.194592	
7.607	-1.181997	
7.608	-1.168221	
7.609	-1.15198	
7.609	-1.139299	
7.61	-1.124903	
7.611	-1.110883	
7.612	-1.098019	
7.613	-1.085312	
7.614	-1.072991	
7.614	-1.062117	
7.615	-1.048299	
7.616	-1.033658	
7.617	-1.020208	
7.618	-1.007334	
7.619	-0.9928941	
7.619	-0.9784417	
7.62	-0.9656873	
7.621	-0.9528299	
7.622	-0.9390548	
7.623	-0.9244516	
7.624	-0.9097425	
7.624	-0.8952482	
7.625	-0.8804266	
7.626	-0.8659868	
7.627	-0.8511969	
7.628	-0.8362301	
7.628	-0.8222906	
7.629	-0.8094077	
7.63	-0.7953718	
7.631	-0.7805088	
7.632	-0.7678367	
7.633	-0.7548011	
7.633	-0.7407168	
7.634	-0.7261436	
7.635	-0.7111844	
7.636	-0.697292	
7.637	-0.6849099	
7.638	-0.671688	
7.638	-0.6569539	
7.639	-0.642311	
7.64	-0.6284887	
7.641	-0.6149724	
7.642	-0.6005336	
7.643	-0.5861634	
7.643	-0.5721194	
7.644	-0.5572554	
7.645	-0.5420393	
7.646	-0.5277008	
7.647	-0.5126526	
7.648	-0.4977262	
7.648	-0.483503	
7.649	-0.4686908	
7.65	-0.4539415	
7.651	-0.4379763	
7.652	-0.422038	
7.653	-0.4059017	
7.653	-0.3890829	
7.654	-0.3723887	
7.655	-0.3558968	
7.656	-0.3392541	
7.657	-0.3223277	
7.658	-0.3048468	
7.658	-0.2877434	
7.659	-0.2718089	
7.66	-0.2560293	
7.661	-0.2390845	
7.662	-0.2213664	
7.662	-0.2036403	
7.663	-0.1864953	
7.664	-0.1703508	
7.665	-0.154301	
7.666	-0.1375669	
7.667	-0.1201935	
7.667	-0.1040988	
7.668	-0.08743988	
7.669	-0.06990225	
7.67	-0.05393187	
7.671	-0.03666109	
7.672	-0.02060081	
7.672	-0.004377259	
7.673	0.01310901	
7.674	0.02956474	
7.675	0.04613169	
7.676	0.06458037	
7.677	0.08197941	
7.677	0.1009832	
7.678	0.1186971	
7.679	0.136417	
7.68	0.153928	
7.681	0.1724259	
7.682	0.1894183	
7.682	0.2078553	
7.683	0.2253344	
7.684	0.2427713	
7.685	0.2596083	
7.686	0.2779356	
7.687	0.2965062	
7.687	0.3148071	
7.688	0.3347203	
7.689	0.3556075	
7.69	0.3725989	
7.691	0.3930286	
7.691	0.4111838	
7.692	0.4307097	
7.693	0.4493948	
7.694	0.4657668	
7.695	0.4836606	
7.696	0.5011842	
7.696	0.5192699	
7.697	0.5380067	
7.698	0.5549779	
7.699	0.5724013	
7.7	0.5904882	
7.701	0.6096573	
7.701	0.6278638	
7.702	0.6472136	
7.703	0.6654192	
7.704	0.6848676	
7.705	0.7045942	
7.706	0.7248878	
7.706	0.7423704	
7.707	0.7612782	
7.708	0.7808032	
7.709	0.7997324	
7.71	0.8171404	
7.711	0.8351989	
7.711	0.8541423	
7.712	0.8744332	
7.713	0.8927955	
7.714	0.912885	
7.715	0.9343402	
7.716	0.9553684	
7.716	0.9744369	
7.717	0.9933859	
7.718	1.013309	
7.719	1.034647	
7.72	1.055839	
7.721	1.076204	
7.721	1.095761	
7.722	1.117667	
7.723	1.137344	
7.724	1.156883	
7.725	1.175381	
7.725	1.194	
7.726	1.214377	
7.727	1.234533	
7.728	1.252732	
7.729	1.271754	
7.73	1.291839	
7.73	1.314838	
7.731	1.336213	
7.732	1.356102	
7.733	1.375255	
7.734	1.396762	
7.735	1.416414	
7.735	1.436848	
7.736	1.456406	
7.737	1.476747	
7.738	1.497517	
7.739	1.518611	
7.74	1.539884	
7.74	1.561161	
7.741	1.58337	
7.742	1.604721	
7.743	1.624703	
7.744	1.645843	
7.745	1.668239	
7.745	1.69015	
7.746	1.712288	
7.747	1.733372	
7.748	1.753731	
7.749	1.775239	
7.75	1.797317	
7.75	1.819035	
7.751	1.838836	
7.752	1.860688	
7.753	1.883657	
7.754	1.905419	
7.754	1.92554	
7.755	1.948647	
7.756	1.969695	
7.757	1.990717	
7.758	2.013464	
7.759	2.037626	
7.759	2.060354	
7.76	2.080654	
7.761	2.101341	
7.762	2.122187	
7.763	2.142848	
7.764	2.165794	
7.764	2.188146	
7.765	2.209958	
7.766	2.231773	
7.767	2.253237	
7.768	2.275637	
7.769	2.298548	
7.769	2.321258	
7.77	2.34302	
7.771	2.364823	
7.772	2.387392	
7.773	2.40923	
7.774	2.431692	
7.774	2.453938	
7.775	2.477264	
7.776	2.498437	
7.777	2.520473	
7.778	2.542761	
7.779	2.565775	
7.779	2.587491	
7.78	2.606992	
7.781	2.627973	
7.782	2.650076	
7.783	2.672742	
7.784	2.696892	
7.784	2.719917	
7.785	2.741744	
7.786	2.763973	
7.787	2.786919	
7.788	2.810578	
7.788	2.833156	
7.789	2.855337	
7.79	2.878031	
7.791	2.901595	
7.792	2.925759	
7.793	2.950059	
7.793	2.974446	
7.794	2.998762	
7.795	3.0231	
7.796	3.048043	
7.797	3.073343	
7.798	3.098423	
7.798	3.12278	
7.799	3.147017	
7.8	3.169525	
7.801	3.192287	
7.802	3.215482	
7.803	3.238688	
7.803	3.262305	
7.804	3.285051	
7.805	3.308391	
7.806	3.331794	
7.807	3.355154	
7.808	3.379542	
7.808	3.402764	
7.809	3.425384	
7.81	3.448892	
7.811	3.473047	
7.812	3.496838	
7.813	3.520191	
7.813	3.543436	
7.814	3.568012	
7.815	3.591589	
7.816	3.614774	
7.817	3.637963	
7.817	3.660014	
7.818	3.683248	
7.819	3.70754	
7.82	3.731688	
7.821	3.756639	
7.822	3.781023	
7.822	3.804915	
7.823	3.829561	
7.824	3.853347	
7.825	3.877914	
7.826	3.903602	
7.827	3.928647	
7.827	3.954185	
7.828	3.978959	
7.829	4.004092	
7.83	4.029976	
7.831	4.055125	
7.832	4.079766	
7.832	4.103584	
7.833	4.126639	
7.834	4.149369	
7.835	4.170085	
7.836	4.194971	
7.837	4.221398	
7.837	4.245957	
7.838	4.273101	
7.839	4.298423	
7.84	4.323617	
7.841	4.349129	
7.842	4.373641	
7.842	4.398284	
7.843	4.424195	
7.844	4.448289	
7.845	4.473649	
7.846	4.498987	
7.847	4.522119	
7.847	4.546957	
7.848	4.573075	
7.849	4.597979	
7.85	4.62361	
7.851	4.651186	
7.851	4.677367	
7.852	4.702547	
7.853	4.727316	
7.854	4.754063	
7.855	4.778613	
7.856	4.804481	
7.856	4.829116	
7.857	4.854801	
7.858	4.880506	
7.859	4.904831	
7.86	4.931269	
7.861	4.955785	
7.861	4.979951	
7.862	5.005799	
7.863	5.034264	
7.864	5.085772	
7.865	5.136289	
7.866	5.186469	
7.866	5.225893	
7.867	5.249992	
7.868	5.278707	
7.869	5.314517	
7.87	5.346411	
7.871	5.374025	
7.871	5.39868	
7.872	5.425202	
7.873	5.455894	
7.874	5.488264	
7.875	5.519582	
7.876	5.548941	
7.876	5.577154	
7.877	5.603434	
7.878	5.628479	
7.879	5.648908	
7.88	5.665267	
7.88	5.681513	
7.881	5.700554	
7.882	5.719685	
7.883	5.739142	
7.884	5.756794	
7.885	5.778024	
7.885	5.797571	
7.886	5.81433	
7.887	5.833473	
7.888	5.853572	
7.889	5.870607	
7.89	5.881944	
7.89	5.896577	
7.891	5.919117	
7.892	5.945215	
7.893	5.970691	
7.894	5.99216	
7.895	6.011347	
7.895	6.031069	
7.896	6.052743	
7.897	6.076818	
7.898	6.10256	
7.899	6.130582	
7.9	6.163053	
7.9	6.199775	
7.901	6.239403	
7.902	6.277246	
7.903	6.312238	
7.904	6.348924	
7.905	6.387477	
7.905	6.425321	
7.906	6.463426	
7.907	6.502904	
7.908	6.541873	
7.909	6.580185	
7.91	6.617326	
7.91	6.653558	
7.911	6.687935	
7.912	6.720509	
7.913	6.752146	
7.914	6.783748	
7.914	6.816791	
7.915	6.848785	
7.916	6.879849	
7.917	6.910893	
7.918	6.941495	
7.919	6.972013	
7.919	7.002542	
7.92	7.032846	
7.921	7.062799	
7.922	7.091224	
7.923	7.119124	
7.924	7.148877	
7.924	7.178108	
7.925	7.207662	
7.926	7.238037	
7.927	7.266751	
7.928	7.295108	
7.929	7.325092	
7.929	7.355558	
7.93	7.38498	
7.931	7.415287	
7.932	7.445785	
7.933	7.474883	
7.934	7.503269	
7.934	7.531886	
7.935	7.560802	
7.936	7.590581	
7.937	7.620561	
7.938	7.649178	
7.939	7.678381	
7.939	7.707295	
7.94	7.734145	
7.941	7.760492	
7.942	7.787789	
7.943	7.816692	
7.943	7.846779	
7.944	7.877961	
7.945	7.908176	
7.946	7.938056	
7.947	7.966748	
7.948	7.996026	
7.948	8.025878	
7.949	8.056071	
7.95	8.082783	
7.951	8.110707	
7.952	8.139643	
7.953	8.168869	
7.953	8.199444	
7.954	8.230238	
7.955	8.262956	
7.956	8.293487	
7.957	8.323298	
7.958	8.352299	
7.958	8.382514	
7.959	8.415574	
7.96	8.446302	
7.961	8.477381	
7.962	8.507763	
7.963	8.539583	
7.963	8.570792	
7.964	8.602592	
7.965	8.633783	
7.966	8.664414	
7.967	8.697086	
7.968	8.727317	
7.968	8.757636	
7.969	8.788033	
7.97	8.818982	
7.971	8.853596	
7.972	8.884152	
7.973	8.915118	
7.973	8.94666	
7.974	8.978268	
7.975	9.009193	
7.976	9.038705	
7.977	9.066819	
7.977	9.096695	
7.978	9.125769	
7.979	9.15791	
7.98	9.186185	
7.981	9.217131	
7.982	9.24999	
7.982	9.28183	
7.983	9.313487	
7.984	9.346672	
7.985	9.38018	
7.986	9.414162	
7.987	9.447926	
7.987	9.482587	
7.988	9.519896	
7.989	9.557983	
7.99	9.596407	
7.991	9.635735	
7.992	9.672684	
7.992	9.712953	
7.993	9.751973	
7.994	9.785995	
7.995	9.820019	
7.996	9.857833	
7.997	9.89609	
7.997	9.939754	
7.998	9.980963	
7.999	10.02494	
8	10.06527	
8.001	10.10765	
8.002	10.14859	
8.002	10.1893	
8.003	10.23059	
8.004	10.27121	
8.005	10.31121	
8.006	10.35024	
8.006	10.38815	
8.007	10.42621	
8.008	10.46297	
8.009	10.49931	
8.01	10.53508	
8.011	10.57236	
8.011	10.60744	
8.012	10.6446	
8.013	10.68143	
8.014	10.71781	
8.015	10.75517	
8.016	10.79276	
8.016	10.82962	
8.017	10.86628	
8.018	10.90265	
8.019	10.94051	
8.02	10.97626	
8.021	11.01408	
8.021	11.05177	
8.022	11.09033	
8.023	11.12675	
8.024	11.16417	
8.025	11.20151	
8.026	11.23868	
8.026	11.27588	
8.027	11.31343	
8.028	11.35165	
8.029	11.38952	
8.03	11.42731	
8.031	11.46581	
8.031	11.50276	
8.032	11.54006	
8.033	11.57673	
8.034	11.61292	
8.035	11.64863	
8.035	11.68447	
8.036	11.72067	
8.037	11.75735	
8.038	11.79561	
8.039	11.83198	
8.04	11.86987	
8.04	11.90683	
8.041	11.9447	
8.042	11.98019	
8.043	12.016	
8.044	12.05396	
8.045	12.09101	
8.045	12.12726	
8.046	12.1638	
8.047	12.19773	
8.048	12.23126	
8.049	12.26643	
8.05	12.30283	
8.05	12.34014	
8.051	12.37746	
8.052	12.41422	
8.053	12.45119	
8.054	12.48856	
8.055	12.52509	
8.055	12.56234	
8.056	12.60084	
8.057	12.63905	
8.058	12.6767	
8.059	12.71337	
8.06	12.75133	
8.06	12.78908	
8.061	12.82657	
8.062	12.86469	
8.063	12.90406	
8.064	12.944	
8.065	12.98183	
8.065	13.0199	
8.066	13.05941	
8.067	13.0983	
8.068	13.13668	
8.069	13.17542	
8.069	13.21325	
8.07	13.25053	
8.071	13.28842	
8.072	13.3269	
8.073	13.36527	
8.074	13.40365	
8.074	13.44123	
8.075	13.48035	
8.076	13.52056	
8.077	13.55811	
8.078	13.59633	
8.079	13.6354	
8.079	13.67455	
8.08	13.71395	
8.081	13.75379	
8.082	13.79497	
8.083	13.83492	
8.084	13.87387	
8.084	13.91245	
8.085	13.95137	
8.086	13.99104	
8.087	14.03108	
8.088	14.07194	
8.089	14.11344	
8.089	14.15524	
8.09	14.1971	
8.091	14.23933	
8.092	14.28113	
8.093	14.32336	
8.094	14.36725	
8.094	14.41063	
8.095	14.45406	
8.096	14.49754	
8.097	14.54065	
8.098	14.58513	
8.098	14.62861	
8.099	14.67178	
8.1	14.71408	
8.101	14.7535	
8.102	14.79294	
8.103	14.83542	
8.103	14.8784	
8.104	14.92097	
8.105	14.96294	
8.106	15.0078	
8.107	15.05289	
8.108	15.09717	
8.108	15.14098	
8.109	15.18693	
8.11	15.22984	
8.111	15.27416	
8.112	15.31988	
8.113	15.36602	
8.113	15.41187	
8.114	15.45596	
8.115	15.49957	
8.116	15.54532	
8.117	15.59227	
8.118	15.63758	
8.118	15.68151	
8.119	15.7276	
8.12	15.77451	
8.121	15.82081	
8.122	15.86617	
8.123	15.9118	
8.123	15.95641	
8.124	16.00076	
8.125	16.04769	
8.126	16.09577	
8.127	16.14301	
8.128	16.18903	
8.128	16.2347	
8.129	16.27952	
8.13	16.32446	
8.131	16.37129	
8.132	16.41674	
8.132	16.46224	
8.133	16.50761	
8.134	16.55222	
8.135	16.59874	
8.136	16.64545	
8.137	16.69292	
8.137	16.73865	
8.138	16.78647	
8.139	16.8348	
8.14	16.88153	
8.141	16.92808	
8.142	16.97697	
8.142	17.02439	
8.143	17.07246	
8.144	17.1217	
8.145	17.17116	
8.146	17.22204	
8.147	17.27221	
8.147	17.32114	
8.148	17.37037	
8.149	17.42035	
8.15	17.47035	
8.151	17.51915	
8.152	17.56845	
8.152	17.618	
8.153	17.66604	
8.154	17.71113	
8.155	17.75525	
8.156	17.80382	
8.157	17.85385	
8.157	17.90368	
8.158	17.95152	
8.159	18.00007	
8.16	18.05003	
8.161	18.1021	
8.161	18.15324	
8.162	18.20148	
8.163	18.25123	
8.164	18.30142	
8.165	18.35002	
8.166	18.40111	
8.166	18.45037	
8.167	18.49936	
8.168	18.54931	
8.169	18.59813	
8.17	18.64728	
8.171	18.69842	
8.171	18.74877	
8.172	18.79975	
8.173	18.85056	
8.174	18.90248	
8.175	18.95426	
8.176	19.00548	
8.176	19.05496	
8.177	19.10639	
8.178	19.1578	
8.179	19.20975	
8.18	19.26134	
8.181	19.31128	
8.181	19.36281	
8.182	19.4145	
8.183	19.46548	
8.184	19.51772	
8.185	19.56941	
8.186	19.62228	
8.186	19.67336	
8.187	19.72446	
8.188	19.77612	
8.189	19.82727	
8.19	19.8796	
8.191	19.93347	
8.191	19.98681	
8.192	20.04099	
8.193	20.09354	
8.194	20.14815	
8.195	20.20338	
8.195	20.25842	
8.196	20.31275	
8.197	20.36718	
8.198	20.41982	
8.199	20.47576	
8.2	20.53149	
8.2	20.58811	
8.201	20.64247	
8.202	20.69547	
8.203	20.74964	
8.204	20.80622	
8.205	20.86168	
8.205	20.91883	
8.206	20.97507	
8.207	21.02794	
8.208	21.07754	
8.209	21.12859	
8.21	21.18322	
8.21	21.2395	
8.211	21.29557	
8.212	21.3517	
8.213	21.40805	
8.214	21.46386	
8.215	21.51772	
8.215	21.57099	
8.216	21.62543	
8.217	21.68114	
8.218	21.73794	
8.219	21.79518	
8.22	21.85141	
8.22	21.90764	
8.221	21.96505	
8.222	22.02239	
8.223	22.08002	
8.224	22.13794	
8.224	22.19501	
8.225	22.25173	
8.226	22.30763	
8.227	22.36285	
8.228	22.41888	
8.229	22.47529	
8.229	22.53301	
8.23	22.59145	
8.231	22.6494	
8.232	22.70629	
8.233	22.76312	
8.234	22.81849	
8.234	22.87374	
8.235	22.93225	
8.236	22.99142	
8.237	23.04928	
8.238	23.10597	
8.239	23.16264	
8.239	23.22058	
8.24	23.27792	
8.241	23.33437	
8.242	23.38976	
8.243	23.44575	
8.244	23.503	
8.244	23.56052	
8.245	23.61876	
8.246	23.67706	
8.247	23.73574	
8.248	23.79512	
8.249	23.8554	
8.249	23.91588	
8.25	23.97553	
8.251	24.03587	
8.252	24.09601	
8.253	24.15616	
8.254	24.21629	
8.254	24.27769	
8.255	24.34013	
8.256	24.40139	
8.257	24.4624	
8.258	24.52311	
8.258	24.58504	
8.259	24.64684	
8.26	24.70538	
8.261	24.76037	
8.262	24.81406	
8.263	24.87234	
8.263	24.93433	
8.264	24.9951	
8.265	25.05568	
8.266	25.1147	
8.267	25.17462	
8.268	25.23446	
8.268	25.29645	
8.269	25.35741	
8.27	25.41729	
8.271	25.47792	
8.272	25.53787	
8.273	25.59693	
8.273	25.6586	
8.274	25.72184	
8.275	25.78356	
8.276	25.84504	
8.277	25.9058	
8.278	25.96611	
8.278	26.02722	
8.279	26.0887	
8.28	26.14978	
8.281	26.21209	
8.282	26.27367	
8.283	26.33686	
8.283	26.39894	
8.284	26.46187	
8.285	26.52429	
8.286	26.58835	
8.287	26.65233	
8.287	26.71535	
8.288	26.77768	
8.289	26.83736	
8.29	26.89898	
8.291	26.96161	
8.292	27.02292	
8.292	27.08607	
8.293	27.14908	
8.294	27.21185	
8.295	27.27057	
8.296	27.33214	
8.297	27.39583	
8.297	27.45995	
8.298	27.52319	
8.299	27.5866	
8.3	27.6495	
8.301	27.71204	
8.302	27.77601	
8.302	27.84033	
8.303	27.90454	
8.304	27.96812	
8.305	28.03208	
8.306	28.09828	
8.307	28.16171	
8.307	28.22651	
8.308	28.29218	
8.309	28.35914	
8.31	28.42661	
8.311	28.4931	
8.312	28.55918	
8.312	28.6284	
8.313	28.6935	
8.314	28.75588	
8.315	28.8137	
8.316	28.87723	
8.317	28.94358	
8.317	29.00951	
8.318	29.07472	
8.319	29.13993	
8.32	29.20581	
8.321	29.27214	
8.321	29.33951	
8.322	29.40471	
8.323	29.472	
8.324	29.53722	
8.325	29.60405	
8.326	29.66991	
8.326	29.73671	
8.327	29.80475	
8.328	29.87152	
8.329	29.93819	
8.33	30.00428	
8.331	30.07095	
8.331	30.1377	
8.332	30.20454	
8.333	30.26967	
8.334	30.33616	
8.335	30.40234	
8.336	30.46897	
8.336	30.53484	
8.337	30.60225	
8.338	30.67022	
8.339	30.73799	
8.34	30.80703	
8.341	30.8751	
8.341	30.94238	
8.342	31.01107	
8.343	31.07894	
8.344	31.1463	
8.345	31.21425	
8.346	31.28176	
8.346	31.34992	
8.347	31.41608	
8.348	31.48345	
8.349	31.55104	
8.35	31.61837	
8.35	31.68704	
8.351	31.75437	
8.352	31.82255	
8.353	31.89198	
8.354	31.962	
8.355	32.03099	
8.355	32.10105	
8.356	32.17133	
8.357	32.24232	
8.358	32.31364	
8.359	32.38318	
8.36	32.45328	
8.36	32.52341	
8.361	32.59485	
8.362	32.66682	
8.363	32.73705	
8.364	32.80821	
8.365	32.87827	
8.365	32.9493	
8.366	33.01902	
8.367	33.08692	
8.368	33.14998	
8.369	33.21395	
8.37	33.28175	
8.37	33.35244	
8.371	33.42424	
8.372	33.49665	
8.373	33.56882	
8.374	33.63982	
8.375	33.70956	
8.375	33.7796	
8.376	33.85023	
8.377	33.92048	
8.378	33.99113	
8.379	34.06029	
8.38	34.12956	
8.38	34.20089	
8.381	34.27195	
8.382	34.34259	
8.383	34.41236	
8.384	34.48305	
8.384	34.55453	
8.385	34.62641	
8.386	34.69871	
8.387	34.77092	
8.388	34.84459	
8.389	34.9182	
8.389	34.99195	
8.39	35.06485	
8.391	35.13641	
8.392	35.20785	
8.393	35.28021	
8.394	35.3513	
8.394	35.42233	
8.395	35.49452	
8.396	35.56719	
8.397	35.63853	
8.398	35.7101	
8.399	35.78211	
8.399	35.8544	
8.4	35.92666	
8.401	35.99773	
8.402	36.06972	
8.403	36.14233	
8.404	36.21449	
8.404	36.28716	
8.405	36.36034	
8.406	36.43353	
8.407	36.50633	
8.408	36.57893	
8.409	36.65123	
8.409	36.72398	
8.41	36.7971	
8.411	36.87127	
8.412	36.94658	
8.413	37.02143	
8.413	37.09506	
8.414	37.17104	
8.415	37.24716	
8.416	37.32175	
8.417	37.39684	
8.418	37.47415	
8.418	37.55117	
8.419	37.62671	
8.42	37.70071	
8.421	37.77061	
8.422	37.83842	
8.423	37.91023	
8.423	37.98657	
8.424	38.06339	
8.425	38.13892	
8.426	38.21631	
8.427	38.29247	
8.428	38.37012	
8.428	38.44657	
8.429	38.52287	
8.43	38.59917	
8.431	38.67512	
8.432	38.75076	
8.433	38.82747	
8.433	38.90377	
8.434	38.97926	
8.435	39.054	
8.436	39.12945	
8.437	39.20455	
8.438	39.28104	
8.438	39.35702	
8.439	39.4327	
8.44	39.50808	
8.441	39.58571	
8.442	39.66371	
8.442	39.74247	
8.443	39.81925	
8.444	39.89289	
8.445	39.96838	
8.446	40.04546	
8.447	40.11904	
8.447	40.19503	
8.448	40.26981	
8.449	40.34684	
8.45	40.42384	
8.451	40.49961	
8.452	40.57585	
8.452	40.6505	
8.453	40.72599	
8.454	40.80187	
8.455	40.87966	
8.456	40.95824	
8.457	41.03412	
8.457	41.11059	
8.458	41.18735	
8.459	41.26383	
8.46	41.34026	
8.461	41.41932	
8.462	41.49661	
8.462	41.57523	
8.463	41.6521	
8.464	41.72926	
8.465	41.80988	
8.466	41.89054	
8.467	41.96948	
8.467	42.05058	
8.468	42.12954	
8.469	42.2081	
8.47	42.28797	
8.471	42.36713	
8.472	42.44739	
8.472	42.52768	
8.473	42.60757	
8.474	42.68598	
8.475	42.75622	
8.476	42.8291	
8.476	42.90678	
8.477	42.98867	
8.478	43.06967	
8.479	43.14955	
8.48	43.23087	
8.481	43.31139	
8.481	43.38979	
8.482	43.46914	
8.483	43.54627	
8.484	43.62461	
8.485	43.70483	
8.486	43.7848	
8.486	43.86419	
8.487	43.9438	
8.488	44.02182	
8.489	44.10067	
8.49	44.18175	
8.491	44.26026	
8.491	44.33926	
8.492	44.4187	
8.493	44.49654	
8.494	44.57534	
8.495	44.65484	
8.496	44.73354	
8.496	44.8133	
8.497	44.89152	
8.498	44.96872	
8.499	45.04795	
8.5	45.1284	
8.501	45.20735	
8.501	45.28536	
8.502	45.3657	
8.503	45.44572	
8.504	45.52553	
8.505	45.60501	
8.505	45.68456	
8.506	45.76366	
8.507	45.84121	
8.508	45.9199	
8.509	45.99992	
8.51	46.07999	
8.51	46.15987	
8.511	46.241	
8.512	46.32002	
8.513	46.39919	
8.514	46.48069	
8.515	46.56308	
8.515	46.64376	
8.516	46.72596	
8.517	46.80733	
8.518	46.88971	
8.519	46.97345	
8.52	47.0545	
8.52	47.13609	
8.521	47.21745	
8.522	47.30177	
8.523	47.38513	
8.524	47.46743	
8.525	47.54957	
8.525	47.63261	
8.526	47.71432	
8.527	47.79337	
8.528	47.86805	
8.529	47.94326	
8.53	48.02163	
8.53	48.10289	
8.531	48.18562	
8.532	48.26876	
8.533	48.35217	
8.534	48.43571	
8.535	48.51881	
8.535	48.60094	
8.536	48.68375	
8.537	48.76765	
8.538	48.85089	
8.539	48.93346	
8.539	49.01502	
8.54	49.09823	
8.541	49.1823	
8.542	49.26524	
8.543	49.34819	
8.544	49.43145	
8.544	49.51633	
8.545	49.60199	
8.546	49.68631	
8.547	49.76999	
8.548	49.85496	
8.549	49.93964	
8.549	50.02394	
8.55	50.10882	
8.551	50.19261	
8.552	50.27507	
8.553	50.35749	
8.554	50.44051	
8.554	50.5254	
8.555	50.60845	
8.556	50.69174	
8.557	50.77496	
8.558	50.8561	
8.559	50.93789	
8.559	51.021	
8.56	51.10409	
8.561	51.1856	
8.562	51.26658	
8.563	51.34916	
8.564	51.43198	
8.564	51.514	
8.565	51.59645	
8.566	51.67812	
8.567	51.76052	
8.568	51.84328	
8.568	51.92561	
8.569	52.00774	
8.57	52.091	
8.571	52.17475	
8.572	52.2595	
8.573	52.34539	
8.573	52.42942	
8.574	52.51417	
8.575	52.59904	
8.576	52.68523	
8.577	52.7703	
8.578	52.85537	
8.578	52.93982	
8.579	53.02458	
8.58	53.10919	
8.581	53.18904	
8.582	53.26437	
8.583	53.34251	
8.583	53.4278	
8.584	53.51143	
8.585	53.59672	
8.586	53.68223	
8.587	53.76672	
8.588	53.85106	
8.588	53.93609	
8.589	54.0216	
8.59	54.10745	
8.591	54.19225	
8.592	54.27634	
8.593	54.36227	
8.593	54.44566	
8.594	54.53081	
8.595	54.61346	
8.596	54.69738	
8.597	54.78047	
8.598	54.86483	
8.598	54.94876	
8.599	55.03318	
8.6	55.11674	
8.601	55.2018	
8.602	55.28598	
8.602	55.37097	
8.603	55.45576	
8.604	55.53923	
8.605	55.62268	
8.606	55.70643	
8.607	55.78918	
8.607	55.87332	
8.608	55.95679	
8.609	56.04096	
8.61	56.12239	
8.611	56.20506	
8.612	56.28755	
8.612	56.36899	
8.613	56.45129	
8.614	56.53424	
8.615	56.61752	
8.616	56.70345	
8.617	56.78817	
8.617	56.86992	
8.618	56.95473	
8.619	57.03994	
8.62	57.12413	
8.621	57.20899	
8.622	57.2937	
8.622	57.37943	
8.623	57.46442	
8.624	57.55344	
8.625	57.63983	
8.626	57.72731	
8.627	57.81409	
8.627	57.90114	
8.628	57.98631	
8.629	58.07475	
8.63	58.16262	
8.631	58.25113	
8.631	58.33906	
8.632	58.42791	
8.633	58.51765	
8.634	58.603	
8.635	58.68103	
8.636	58.76025	
