Chrom.1		
UV		
ml	mAU	
5.952	-1.277694	
5.953	-1.276601	
5.953	-1.274795	
5.954	-1.276886	
5.955	-1.277556	
5.956	-1.275357	
5.957	-1.274718	
5.958	-1.275093	
5.958	-1.275603	
5.959	-1.276668	
5.96	-1.276525	
5.961	-1.277404	
5.962	-1.275892	
5.963	-1.274317	
5.963	-1.274292	
5.964	-1.275051	
5.965	-1.272405	
5.966	-1.273476	
5.967	-1.274858	
5.968	-1.274267	
5.968	-1.273757	
5.969	-1.274053	
5.97	-1.274053	
5.971	-1.275161	
5.972	-1.274977	
5.973	-1.275042	
5.973	-1.276256	
5.974	-1.276571	
5.975	-1.275974	
5.976	-1.276671	
5.977	-1.277338	
5.977	-1.277353	
5.978	-1.276472	
5.979	-1.276172	
5.98	-1.275128	
5.981	-1.276036	
5.982	-1.276494	
5.982	-1.278969	
5.983	-1.280451	
5.984	-1.281761	
5.985	-1.282619	
5.986	-1.283798	
5.987	-1.282815	
5.987	-1.282643	
5.988	-1.283208	
5.989	-1.283331	
5.99	-1.283704	
5.991	-1.283375	
5.992	-1.283035	
5.992	-1.283011	
5.993	-1.284353	
5.994	-1.28334	
5.995	-1.283032	
5.996	-1.283925	
5.997	-1.282682	
5.997	-1.282911	
5.998	-1.283563	
5.999	-1.283836	
6	-1.28231	
6.001	-1.282567	
6.002	-1.280375	
6.002	-1.279978	
6.003	-1.278541	
6.004	-1.277621	
6.005	-1.276983	
6.006	-1.276989	
6.007	-1.276345	
6.007	-1.27831	
6.008	-1.276649	
6.009	-1.277526	
6.01	-1.27738	
6.011	-1.277228	
6.012	-1.278709	
6.012	-1.280754	
6.013	-1.27964	
6.014	-1.277586	
6.015	-1.277221	
6.016	-1.277522	
6.017	-1.277204	
6.017	-1.277098	
6.018	-1.276932	
6.019	-1.27752	
6.02	-1.279122	
6.021	-1.279993	
6.022	-1.280892	
6.022	-1.282215	
6.023	-1.28221	
6.024	-1.282286	
6.025	-1.281256	
6.026	-1.28021	
6.027	-1.279253	
6.027	-1.278656	
6.028	-1.277602	
6.029	-1.279429	
6.03	-1.279335	
6.031	-1.279034	
6.032	-1.278704	
6.032	-1.277393	
6.033	-1.276876	
6.034	-1.277872	
6.035	-1.279857	
6.036	-1.281521	
6.037	-1.281733	
6.037	-1.28242	
6.038	-1.28141	
6.039	-1.281438	
6.04	-1.280549	
6.041	-1.279863	
6.042	-1.280799	
6.042	-1.279887	
6.043	-1.279073	
6.044	-1.278597	
6.045	-1.277272	
6.046	-1.277197	
6.047	-1.278301	
6.047	-1.277809	
6.048	-1.27932	
6.049	-1.280927	
6.05	-1.279446	
6.051	-1.277645	
6.052	-1.277968	
6.052	-1.275807	
6.053	-1.276105	
6.054	-1.275749	
6.055	-1.275253	
6.056	-1.275118	
6.057	-1.273533	
6.057	-1.273965	
6.058	-1.272694	
6.059	-1.275162	
6.06	-1.275417	
6.061	-1.275329	
6.062	-1.274967	
6.062	-1.273015	
6.063	-1.272131	
6.064	-1.274058	
6.065	-1.275086	
6.066	-1.275706	
6.067	-1.277831	
6.067	-1.278946	
6.068	-1.280787	
6.069	-1.279632	
6.07	-1.27935	
6.071	-1.281034	
6.072	-1.282197	
6.072	-1.281818	
6.073	-1.282852	
6.074	-1.283602	
6.075	-1.284051	
6.076	-1.284351	
6.077	-1.28377	
6.077	-1.283523	
6.078	-1.282526	
6.079	-1.282445	
6.08	-1.281393	
6.081	-1.280668	
6.082	-1.280103	
6.082	-1.280291	
6.083	-1.281168	
6.084	-1.281556	
6.085	-1.279244	
6.086	-1.27904	
6.087	-1.279274	
6.087	-1.279343	
6.088	-1.278693	
6.089	-1.278062	
6.09	-1.278672	
6.091	-1.279183	
6.092	-1.27847	
6.092	-1.278079	
6.093	-1.278083	
6.094	-1.278529	
6.095	-1.278199	
6.096	-1.278877	
6.097	-1.278913	
6.097	-1.279294	
6.098	-1.28022	
6.099	-1.280578	
6.1	-1.281337	
6.101	-1.283185	
6.102	-1.283021	
6.102	-1.282177	
6.103	-1.282354	
6.104	-1.283397	
6.105	-1.283486	
6.106	-1.28506	
6.107	-1.285324	
6.107	-1.287386	
6.108	-1.285791	
6.109	-1.284837	
6.11	-1.282953	
6.111	-1.282788	
6.112	-1.281266	
6.112	-1.280986	
6.113	-1.279855	
6.114	-1.279941	
6.115	-1.280146	
6.116	-1.279778	
6.117	-1.276849	
6.117	-1.276861	
6.118	-1.277426	
6.119	-1.276502	
6.12	-1.276459	
6.121	-1.275102	
6.122	-1.27342	
6.122	-1.275584	
6.123	-1.276217	
6.124	-1.278281	
6.125	-1.278308	
6.126	-1.27968	
6.127	-1.279673	
6.127	-1.280258	
6.128	-1.279226	
6.129	-1.279359	
6.13	-1.279221	
6.131	-1.278896	
6.132	-1.279027	
6.132	-1.279743	
6.133	-1.279884	
6.134	-1.280278	
6.135	-1.279681	
6.136	-1.279229	
6.137	-1.278924	
6.137	-1.279588	
6.138	-1.27866	
6.139	-1.278355	
6.14	-1.279641	
6.141	-1.280829	
6.142	-1.280071	
6.142	-1.280196	
6.143	-1.279148	
6.144	-1.280056	
6.145	-1.277361	
6.146	-1.275967	
6.147	-1.274548	
6.147	-1.274464	
6.148	-1.274137	
6.149	-1.275163	
6.15	-1.276346	
6.151	-1.277225	
6.152	-1.280165	
6.152	-1.28191	
6.153	-1.282452	
6.154	-1.28214	
6.155	-1.284324	
6.156	-1.283651	
6.157	-1.283321	
6.157	-1.284923	
6.158	-1.284731	
6.159	-1.28518	
6.16	-1.284134	
6.161	-1.284737	
6.162	-1.281089	
6.162	-1.28385	
6.163	-1.283671	
6.164	-1.284536	
6.165	-1.283944	
6.166	-1.284852	
6.167	-1.284167	
6.167	-1.285133	
6.168	-1.28404	
6.169	-1.28324	
6.17	-1.281728	
6.171	-1.280998	
6.172	-1.281167	
6.172	-1.278314	
6.173	-1.275875	
6.174	-1.275622	
6.175	-1.276279	
6.176	-1.275396	
6.177	-1.278569	
6.177	-1.280476	
6.178	-1.277335	
6.179	-1.278111	
6.18	-1.277748	
6.181	-1.277631	
6.182	-1.276989	
6.182	-1.279169	
6.183	-1.277226	
6.184	-1.27934	
6.185	-1.279756	
6.186	-1.278661	
6.187	-1.27931	
6.187	-1.279661	
6.188	-1.28054	
6.189	-1.280917	
6.19	-1.281856	
6.191	-1.283396	
6.192	-1.282536	
6.192	-1.282261	
6.193	-1.284254	
6.194	-1.285497	
6.195	-1.284303	
6.196	-1.284095	
6.197	-1.284758	
6.197	-1.283782	
6.198	-1.283415	
6.199	-1.284831	
6.2	-1.284619	
6.201	-1.285866	
6.202	-1.286622	
6.202	-1.285506	
6.203	-1.284379	
6.204	-1.285393	
6.205	-1.284852	
6.206	-1.283406	
6.207	-1.284475	
6.207	-1.282477	
6.208	-1.283211	
6.209	-1.282635	
6.21	-1.283615	
6.211	-1.284666	
6.212	-1.283606	
6.212	-1.286057	
6.213	-1.28567	
6.214	-1.285912	
6.215	-1.285098	
6.216	-1.286121	
6.217	-1.286677	
6.217	-1.286325	
6.218	-1.285106	
6.219	-1.284217	
6.22	-1.285694	
6.221	-1.286305	
6.222	-1.28588	
6.222	-1.285263	
6.223	-1.28575	
6.224	-1.285373	
6.225	-1.285138	
6.226	-1.282833	
6.227	-1.283131	
6.227	-1.283955	
6.228	-1.284778	
6.229	-1.284821	
6.23	-1.283521	
6.231	-1.282821	
6.232	-1.283103	
6.232	-1.28342	
6.233	-1.282187	
6.234	-1.283792	
6.235	-1.284076	
6.236	-1.285193	
6.237	-1.285007	
6.237	-1.284597	
6.238	-1.285272	
6.239	-1.284606	
6.24	-1.284193	
6.241	-1.284291	
6.242	-1.284133	
6.242	-1.284381	
6.243	-1.285691	
6.244	-1.286321	
6.245	-1.287545	
6.246	-1.287478	
6.247	-1.28821	
6.247	-1.288031	
6.248	-1.286657	
6.249	-1.286969	
6.25	-1.287549	
6.251	-1.288285	
6.252	-1.288223	
6.252	-1.286813	
6.253	-1.284544	
6.254	-1.283478	
6.255	-1.281676	
6.256	-1.281145	
6.257	-1.281536	
6.257	-1.281863	
6.258	-1.282274	
6.259	-1.281138	
6.26	-1.28159	
6.261	-1.282668	
6.262	-1.282052	
6.262	-1.28086	
6.263	-1.27976	
6.264	-1.278994	
6.265	-1.277427	
6.266	-1.277297	
6.267	-1.277201	
6.267	-1.277673	
6.268	-1.278352	
6.269	-1.280036	
6.27	-1.281027	
6.271	-1.281125	
6.272	-1.28096	
6.272	-1.281499	
6.273	-1.280943	
6.274	-1.281637	
6.275	-1.281356	
6.276	-1.280668	
6.277	-1.278491	
6.277	-1.276834	
6.278	-1.276619	
6.279	-1.276234	
6.28	-1.277516	
6.281	-1.278357	
6.282	-1.277572	
6.282	-1.277373	
6.283	-1.279437	
6.284	-1.280321	
6.285	-1.27977	
6.286	-1.280938	
6.287	-1.280157	
6.287	-1.280655	
6.288	-1.280981	
6.289	-1.279273	
6.29	-1.276635	
6.291	-1.276079	
6.292	-1.275113	
6.292	-1.274554	
6.293	-1.274345	
6.294	-1.276279	
6.295	-1.276512	
6.296	-1.277065	
6.297	-1.278819	
6.297	-1.280928	
6.298	-1.280634	
6.299	-1.278824	
6.3	-1.278369	
6.301	-1.276817	
6.302	-1.277159	
6.302	-1.277576	
6.303	-1.27853	
6.304	-1.277839	
6.305	-1.278271	
6.306	-1.277397	
6.307	-1.278684	
6.307	-1.279707	
6.308	-1.279576	
6.309	-1.279398	
6.31	-1.281156	
6.311	-1.282574	
6.312	-1.283402	
6.312	-1.283284	
6.313	-1.283041	
6.314	-1.283272	
6.315	-1.281428	
6.316	-1.282945	
6.317	-1.284122	
6.317	-1.284007	
6.318	-1.282716	
6.319	-1.282489	
6.32	-1.283475	
6.321	-1.282334	
6.322	-1.282035	
6.322	-1.282488	
6.323	-1.281274	
6.324	-1.280894	
6.325	-1.281244	
6.326	-1.281076	
6.327	-1.281402	
6.327	-1.279339	
6.328	-1.278849	
6.329	-1.278634	
6.33	-1.276482	
6.331	-1.275165	
6.332	-1.276243	
6.332	-1.275397	
6.333	-1.276705	
6.334	-1.278668	
6.335	-1.279032	
6.336	-1.279747	
6.337	-1.277479	
6.337	-1.276139	
6.338	-1.275581	
6.339	-1.276024	
6.34	-1.275502	
6.341	-1.276436	
6.342	-1.277836	
6.342	-1.278062	
6.343	-1.275374	
6.344	-1.276891	
6.345	-1.275632	
6.346	-1.275196	
6.347	-1.275284	
6.347	-1.275911	
6.348	-1.277051	
6.349	-1.276749	
6.35	-1.275169	
6.351	-1.277696	
6.351	-1.277801	
6.352	-1.275594	
6.353	-1.275064	
6.354	-1.273884	
6.355	-1.272129	
6.356	-1.271472	
6.356	-1.270066	
6.357	-1.270326	
6.358	-1.270988	
6.359	-1.271102	
6.36	-1.27042	
6.361	-1.271089	
6.361	-1.269965	
6.362	-1.268969	
6.363	-1.269596	
6.364	-1.270435	
6.365	-1.268424	
6.366	-1.269128	
6.366	-1.268206	
6.367	-1.267798	
6.368	-1.268732	
6.369	-1.267866	
6.37	-1.26892	
6.371	-1.27099	
6.371	-1.269746	
6.372	-1.269464	
6.373	-1.270177	
6.374	-1.270725	
6.375	-1.270978	
6.376	-1.270893	
6.376	-1.269535	
6.377	-1.270618	
6.378	-1.271803	
6.379	-1.271539	
6.38	-1.271672	
6.381	-1.271684	
6.381	-1.272331	
6.382	-1.272587	
6.383	-1.274435	
6.384	-1.273986	
6.385	-1.273	
6.386	-1.274832	
6.386	-1.274076	
6.387	-1.273938	
6.388	-1.273115	
6.389	-1.27428	
6.39	-1.274876	
6.391	-1.272272	
6.391	-1.270884	
6.392	-1.271092	
6.393	-1.270999	
6.394	-1.272327	
6.395	-1.270964	
6.396	-1.271562	
6.396	-1.273788	
6.397	-1.274145	
6.398	-1.274015	
6.399	-1.273408	
6.4	-1.272817	
6.401	-1.272353	
6.401	-1.273962	
6.402	-1.274173	
6.403	-1.275161	
6.404	-1.272451	
6.405	-1.273361	
6.406	-1.273975	
6.406	-1.272594	
6.407	-1.27217	
6.408	-1.272281	
6.409	-1.271614	
6.41	-1.269325	
6.411	-1.269463	
6.411	-1.270053	
6.412	-1.270455	
6.413	-1.271381	
6.414	-1.271377	
6.415	-1.269447	
6.416	-1.269775	
6.416	-1.266978	
6.417	-1.265006	
6.418	-1.263956	
6.419	-1.263249	
6.42	-1.262982	
6.421	-1.261729	
6.421	-1.260034	
6.422	-1.259145	
6.423	-1.257874	
6.424	-1.256944	
6.425	-1.258649	
6.426	-1.257873	
6.426	-1.258209	
6.427	-1.259923	
6.428	-1.260196	
6.429	-1.260642	
6.43	-1.261293	
6.431	-1.26087	
6.431	-1.26083	
6.432	-1.260401	
6.433	-1.259786	
6.434	-1.258944	
6.435	-1.258344	
6.436	-1.260327	
6.436	-1.260491	
6.437	-1.263021	
6.438	-1.262705	
6.439	-1.264869	
6.44	-1.264369	
6.441	-1.265666	
6.441	-1.268214	
6.442	-1.270274	
6.443	-1.271661	
6.444	-1.273292	
6.445	-1.273217	
6.446	-1.271946	
6.446	-1.269993	
6.447	-1.27184	
6.448	-1.268853	
6.449	-1.26884	
6.45	-1.266944	
6.451	-1.267766	
6.451	-1.268817	
6.452	-1.268615	
6.453	-1.269314	
6.454	-1.26892	
6.455	-1.268345	
6.456	-1.268251	
6.456	-1.266791	
6.457	-1.265133	
6.458	-1.26468	
6.459	-1.266154	
6.46	-1.264477	
6.461	-1.263422	
6.461	-1.262771	
6.462	-1.260686	
6.463	-1.261168	
6.464	-1.259262	
6.465	-1.256744	
6.466	-1.257684	
6.466	-1.258441	
6.467	-1.260736	
6.468	-1.25833	
6.469	-1.260763	
6.47	-1.26175	
6.471	-1.263836	
6.471	-1.263709	
6.472	-1.263225	
6.473	-1.262825	
6.474	-1.262838	
6.475	-1.263908	
6.476	-1.263387	
6.476	-1.262663	
6.477	-1.260538	
6.478	-1.261025	
6.479	-1.261291	
6.48	-1.260106	
6.481	-1.259541	
6.481	-1.259607	
6.482	-1.257879	
6.483	-1.257407	
6.484	-1.257282	
6.485	-1.255805	
6.486	-1.255502	
6.486	-1.25412	
6.487	-1.253457	
6.488	-1.251437	
6.489	-1.252079	
6.49	-1.249419	
6.491	-1.249374	
6.491	-1.248085	
6.492	-1.24863	
6.493	-1.249186	
6.494	-1.249776	
6.495	-1.249687	
6.496	-1.248272	
6.496	-1.249884	
6.497	-1.251903	
6.498	-1.253705	
6.499	-1.254117	
6.5	-1.254064	
6.501	-1.252395	
6.501	-1.253409	
6.502	-1.254214	
6.503	-1.254547	
6.504	-1.256216	
6.505	-1.255943	
6.506	-1.258488	
6.506	-1.259506	
6.507	-1.260239	
6.508	-1.260596	
6.509	-1.262789	
6.51	-1.262722	
6.511	-1.264838	
6.511	-1.26317	
6.512	-1.263421	
6.513	-1.261953	
6.514	-1.261052	
6.515	-1.260006	
6.516	-1.260804	
6.516	-1.26002	
6.517	-1.258487	
6.518	-1.256272	
6.519	-1.257699	
6.52	-1.257524	
6.521	-1.255817	
6.521	-1.257115	
6.522	-1.256384	
6.523	-1.257464	
6.524	-1.258645	
6.525	-1.259119	
6.526	-1.259338	
6.526	-1.259035	
6.527	-1.258994	
6.528	-1.259169	
6.529	-1.259256	
6.53	-1.258528	
6.531	-1.25784	
6.531	-1.257955	
6.532	-1.258823	
6.533	-1.260826	
6.534	-1.261372	
6.535	-1.262736	
6.536	-1.263882	
6.536	-1.263365	
6.537	-1.263941	
6.538	-1.263928	
6.539	-1.264939	
6.54	-1.263499	
6.541	-1.263723	
6.541	-1.264891	
6.542	-1.265725	
6.543	-1.266343	
6.544	-1.265508	
6.545	-1.264606	
6.546	-1.263086	
6.546	-1.261696	
6.547	-1.262452	
6.548	-1.26333	
6.549	-1.261621	
6.55	-1.260635	
6.551	-1.259721	
6.551	-1.260026	
6.552	-1.259497	
6.553	-1.258658	
6.554	-1.257046	
6.555	-1.257521	
6.556	-1.256228	
6.556	-1.255625	
6.557	-1.254983	
6.558	-1.255959	
6.559	-1.257905	
6.56	-1.257471	
6.561	-1.25818	
6.561	-1.259343	
6.562	-1.259185	
6.563	-1.259902	
6.564	-1.260415	
6.565	-1.260895	
6.566	-1.261521	
6.566	-1.262191	
6.567	-1.26295	
6.568	-1.262538	
6.569	-1.261323	
6.57	-1.262616	
6.571	-1.264112	
6.571	-1.26407	
6.572	-1.263276	
6.573	-1.263759	
6.574	-1.264987	
6.575	-1.264825	
6.576	-1.264202	
6.576	-1.264799	
6.577	-1.26478	
6.578	-1.264744	
6.579	-1.26526	
6.58	-1.264955	
6.581	-1.265559	
6.581	-1.266962	
6.582	-1.26588	
6.583	-1.265646	
6.584	-1.263516	
6.585	-1.262535	
6.586	-1.263411	
6.586	-1.262539	
6.587	-1.261698	
6.588	-1.262825	
6.589	-1.262207	
6.59	-1.262147	
6.591	-1.262775	
6.591	-1.26355	
6.592	-1.264612	
6.593	-1.264833	
6.594	-1.265375	
6.595	-1.265646	
6.596	-1.264834	
6.596	-1.263961	
6.597	-1.264292	
6.598	-1.264089	
6.599	-1.264086	
6.6	-1.264598	
6.601	-1.264719	
6.601	-1.264789	
6.602	-1.263493	
6.603	-1.262562	
6.604	-1.262452	
6.605	-1.263728	
6.606	-1.264543	
6.606	-1.264443	
6.607	-1.264927	
6.608	-1.264617	
6.609	-1.264792	
6.61	-1.264785	
6.611	-1.266187	
6.611	-1.267208	
6.612	-1.266363	
6.613	-1.265883	
6.614	-1.267264	
6.615	-1.266533	
6.616	-1.264157	
6.616	-1.265239	
6.617	-1.265514	
6.618	-1.266797	
6.619	-1.268035	
6.62	-1.268969	
6.621	-1.266806	
6.621	-1.266834	
6.622	-1.266823	
6.623	-1.266987	
6.624	-1.268927	
6.625	-1.268329	
6.626	-1.268939	
6.626	-1.267965	
6.627	-1.268416	
6.628	-1.269761	
6.629	-1.27185	
6.63	-1.270333	
6.631	-1.271017	
6.631	-1.269389	
6.632	-1.268046	
6.633	-1.267159	
6.634	-1.267279	
6.635	-1.266613	
6.636	-1.267129	
6.636	-1.269257	
6.637	-1.269469	
6.638	-1.270563	
6.639	-1.269204	
6.64	-1.268406	
6.641	-1.266678	
6.641	-1.267862	
6.642	-1.269282	
6.643	-1.26952	
6.644	-1.270412	
6.645	-1.26948	
6.646	-1.269893	
6.646	-1.269075	
6.647	-1.269067	
6.648	-1.268315	
6.649	-1.268088	
6.65	-1.267537	
6.651	-1.268236	
6.651	-1.268093	
6.652	-1.267361	
6.653	-1.266588	
6.654	-1.266952	
6.655	-1.267115	
6.656	-1.266984	
6.656	-1.265087	
6.657	-1.26288	
6.658	-1.262145	
6.659	-1.262579	
6.66	-1.264183	
6.661	-1.264534	
6.661	-1.266485	
6.662	-1.266717	
6.663	-1.264956	
6.664	-1.263714	
6.665	-1.261943	
6.666	-1.26217	
6.666	-1.262244	
6.667	-1.264166	
6.668	-1.263914	
6.669	-1.262951	
6.67	-1.263513	
6.671	-1.26399	
6.671	-1.263437	
6.672	-1.264541	
6.673	-1.26772	
6.674	-1.268526	
6.675	-1.270259	
6.676	-1.271498	
6.676	-1.271818	
6.677	-1.27288	
6.678	-1.273636	
6.679	-1.273957	
6.68	-1.273544	
6.681	-1.271418	
6.681	-1.272996	
6.682	-1.272641	
6.683	-1.272181	
6.684	-1.271226	
6.685	-1.272787	
6.686	-1.272416	
6.686	-1.272748	
6.687	-1.271971	
6.688	-1.269972	
6.689	-1.270075	
6.69	-1.270202	
6.691	-1.269131	
6.691	-1.268743	
6.692	-1.268089	
6.693	-1.265781	
6.694	-1.264128	
6.695	-1.264309	
6.696	-1.263193	
6.696	-1.261624	
6.697	-1.261502	
6.698	-1.262643	
6.699	-1.263352	
6.7	-1.26358	
6.701	-1.262741	
6.701	-1.263224	
6.702	-1.261342	
6.703	-1.260563	
6.704	-1.260483	
6.705	-1.261209	
6.706	-1.26033	
6.706	-1.261015	
6.707	-1.260944	
6.708	-1.261392	
6.709	-1.26269	
6.71	-1.262152	
6.711	-1.262688	
6.711	-1.263874	
6.712	-1.263804	
6.713	-1.264571	
6.714	-1.266963	
6.715	-1.269378	
6.716	-1.268651	
6.716	-1.269722	
6.717	-1.271057	
6.718	-1.27066	
6.719	-1.270363	
6.72	-1.270955	
6.72	-1.271446	
6.721	-1.272049	
6.722	-1.272027	
6.723	-1.273319	
6.724	-1.272739	
6.725	-1.272322	
6.725	-1.27211	
6.726	-1.274394	
6.727	-1.275	
6.728	-1.275647	
6.729	-1.276001	
6.73	-1.275711	
6.73	-1.278386	
6.731	-1.278838	
6.732	-1.276548	
6.733	-1.275503	
6.734	-1.275024	
6.735	-1.275018	
6.735	-1.271168	
6.736	-1.272032	
6.737	-1.26981	
6.738	-1.269608	
6.739	-1.270283	
6.74	-1.270487	
6.74	-1.271735	
6.741	-1.27201	
6.742	-1.271585	
6.743	-1.27032	
6.744	-1.269521	
6.745	-1.270514	
6.745	-1.270818	
6.746	-1.272489	
6.747	-1.272513	
6.748	-1.271999	
6.749	-1.27091	
6.75	-1.270694	
6.75	-1.271506	
6.751	-1.269538	
6.752	-1.269276	
6.753	-1.271929	
6.754	-1.272622	
6.755	-1.273049	
6.755	-1.272101	
6.756	-1.271901	
6.757	-1.27207	
6.758	-1.273539	
6.759	-1.272917	
6.76	-1.273128	
6.76	-1.272928	
6.761	-1.270623	
6.762	-1.271432	
6.763	-1.272847	
6.764	-1.274009	
6.765	-1.273229	
6.765	-1.272434	
6.766	-1.273787	
6.767	-1.27447	
6.768	-1.273481	
6.769	-1.273986	
6.77	-1.276486	
6.77	-1.27721	
6.771	-1.274514	
6.772	-1.275317	
6.773	-1.274637	
6.774	-1.27331	
6.775	-1.27459	
6.775	-1.273935	
6.776	-1.274335	
6.777	-1.275478	
6.778	-1.274931	
6.779	-1.274137	
6.78	-1.273966	
6.78	-1.273175	
6.781	-1.27186	
6.782	-1.272156	
6.783	-1.270252	
6.784	-1.26931	
6.785	-1.268969	
6.785	-1.269998	
6.786	-1.271541	
6.787	-1.270269	
6.788	-1.269061	
6.789	-1.269933	
6.79	-1.269886	
6.79	-1.267678	
6.791	-1.267246	
6.792	-1.2697	
6.793	-1.27001	
6.794	-1.271172	
6.795	-1.271324	
6.795	-1.270412	
6.796	-1.270454	
6.797	-1.2707	
6.798	-1.269942	
6.799	-1.26988	
6.8	-1.268371	
6.8	-1.269341	
6.801	-1.269696	
6.802	-1.270898	
6.803	-1.272137	
6.804	-1.27269	
6.805	-1.272959	
6.805	-1.27329	
6.806	-1.272979	
6.807	-1.272032	
6.808	-1.271835	
6.809	-1.271197	
6.81	-1.269957	
6.81	-1.269349	
6.811	-1.269164	
6.812	-1.269526	
6.813	-1.269423	
6.814	-1.268782	
6.815	-1.268826	
6.815	-1.269379	
6.816	-1.269587	
6.817	-1.270027	
6.818	-1.269094	
6.819	-1.268913	
6.82	-1.268899	
6.82	-1.269906	
6.821	-1.268231	
6.822	-1.268082	
6.823	-1.267969	
6.824	-1.267498	
6.825	-1.267727	
6.825	-1.268195	
6.826	-1.269826	
6.827	-1.27083	
6.828	-1.270685	
6.829	-1.27138	
6.83	-1.271051	
6.83	-1.271938	
6.831	-1.271984	
6.832	-1.273993	
6.833	-1.274361	
6.834	-1.274549	
6.835	-1.274876	
6.835	-1.274378	
6.836	-1.274036	
6.837	-1.274092	
6.838	-1.273468	
6.839	-1.275036	
6.84	-1.275391	
6.84	-1.276182	
6.841	-1.278552	
6.842	-1.278569	
6.843	-1.278313	
6.844	-1.278148	
6.845	-1.277778	
6.845	-1.276967	
6.846	-1.275976	
6.847	-1.274677	
6.848	-1.273891	
6.849	-1.274416	
6.85	-1.274806	
6.85	-1.275506	
6.851	-1.276217	
6.852	-1.276572	
6.853	-1.274524	
6.854	-1.274256	
6.855	-1.27384	
6.855	-1.273267	
6.856	-1.272755	
6.857	-1.272297	
6.858	-1.272594	
6.859	-1.273156	
6.86	-1.272683	
6.86	-1.27371	
6.861	-1.274167	
6.862	-1.27276	
6.863	-1.272703	
6.864	-1.272384	
6.865	-1.27219	
6.865	-1.271914	
6.866	-1.273873	
6.867	-1.275908	
6.868	-1.276641	
6.869	-1.275867	
6.87	-1.274786	
6.87	-1.275585	
6.871	-1.275058	
6.872	-1.273984	
6.873	-1.273882	
6.874	-1.274827	
6.875	-1.274324	
6.875	-1.275646	
6.876	-1.27505	
6.877	-1.273245	
6.878	-1.272605	
6.879	-1.272189	
6.88	-1.272368	
6.88	-1.274644	
6.881	-1.27578	
6.882	-1.276675	
6.883	-1.277344	
6.884	-1.277724	
6.885	-1.279215	
6.885	-1.279469	
6.886	-1.27985	
6.887	-1.279117	
6.888	-1.279324	
6.889	-1.280198	
6.89	-1.282366	
6.89	-1.282896	
6.891	-1.282266	
6.892	-1.283277	
6.893	-1.284845	
6.894	-1.284883	
6.895	-1.284765	
6.895	-1.285257	
6.896	-1.285244	
6.897	-1.287507	
6.898	-1.28918	
6.899	-1.291437	
6.9	-1.292573	
6.9	-1.293071	
6.901	-1.292385	
6.902	-1.290995	
6.903	-1.289947	
6.904	-1.290282	
6.905	-1.2913	
6.905	-1.291983	
6.906	-1.291524	
6.907	-1.292044	
6.908	-1.292463	
6.909	-1.292667	
6.91	-1.291536	
6.91	-1.290072	
6.911	-1.289733	
6.912	-1.28928	
6.913	-1.288836	
6.914	-1.289788	
6.915	-1.289901	
6.915	-1.289015	
6.916	-1.288538	
6.917	-1.288184	
6.918	-1.287881	
6.919	-1.287867	
6.92	-1.2865	
6.92	-1.285197	
6.921	-1.28433	
6.922	-1.284016	
6.923	-1.284774	
6.924	-1.284851	
6.925	-1.283774	
6.925	-1.282472	
6.926	-1.282145	
6.927	-1.283269	
6.928	-1.283572	
6.929	-1.282998	
6.93	-1.281877	
6.93	-1.28273	
6.931	-1.283033	
6.932	-1.283749	
6.933	-1.28392	
6.934	-1.284904	
6.935	-1.283344	
6.935	-1.282967	
6.936	-1.283548	
6.937	-1.282773	
6.938	-1.282692	
6.939	-1.283208	
6.94	-1.284147	
6.94	-1.285333	
6.941	-1.285408	
6.942	-1.285617	
6.943	-1.284508	
6.944	-1.28286	
6.945	-1.283393	
6.945	-1.284567	
6.946	-1.285993	
6.947	-1.284984	
6.948	-1.284619	
6.949	-1.28379	
6.95	-1.283084	
6.95	-1.283184	
6.951	-1.282659	
6.952	-1.282923	
6.953	-1.282282	
6.954	-1.283339	
6.955	-1.2835	
6.955	-1.282431	
6.956	-1.283048	
6.957	-1.284122	
6.958	-1.284175	
6.959	-1.284706	
6.96	-1.284766	
6.96	-1.28435	
6.961	-1.283445	
6.962	-1.284355	
6.963	-1.286031	
6.964	-1.287163	
6.965	-1.288366	
6.965	-1.287661	
6.966	-1.286526	
6.967	-1.285654	
6.968	-1.285327	
6.969	-1.285254	
6.97	-1.285095	
6.97	-1.286206	
6.971	-1.287092	
6.972	-1.286497	
6.973	-1.286402	
6.974	-1.287665	
6.975	-1.287146	
6.975	-1.28694	
6.976	-1.287835	
6.977	-1.28753	
6.978	-1.288082	
6.979	-1.28885	
6.98	-1.288915	
6.98	-1.288697	
6.981	-1.288769	
6.982	-1.290468	
6.983	-1.290318	
6.984	-1.28835	
6.985	-1.286882	
6.985	-1.285848	
6.986	-1.285777	
6.987	-1.285565	
6.988	-1.285191	
6.989	-1.286775	
6.99	-1.287676	
6.99	-1.288651	
6.991	-1.288718	
6.992	-1.288008	
6.993	-1.288193	
6.994	-1.288243	
6.995	-1.285928	
6.995	-1.285008	
6.996	-1.285442	
6.997	-1.284331	
6.998	-1.284729	
6.999	-1.284281	
7	-1.284631	
7	-1.284951	
7.001	-1.285408	
7.002	-1.28556	
7.003	-1.285109	
7.004	-1.285463	
7.005	-1.28703	
7.005	-1.288676	
7.006	-1.288345	
7.007	-1.288609	
7.008	-1.289604	
7.009	-1.289693	
7.01	-1.289381	
