Chrom.1		
UV		
ml	mAU	
4.307	-0.7216629	
4.307	-0.7213945	
4.308	-0.7213406	
4.309	-0.7193878	
4.31	-0.7203387	
4.311	-0.7197804	
4.312	-0.7182472	
4.312	-0.7182803	
4.313	-0.7193931	
4.314	-0.7199208	
4.315	-0.719182	
4.316	-0.717846	
4.317	-0.7189321	
4.317	-0.7171289	
4.318	-0.7178572	
4.319	-0.7173705	
4.32	-0.7173455	
4.321	-0.717341	
4.322	-0.7187335	
4.322	-0.7192373	
4.323	-0.7188359	
4.324	-0.7216594	
4.325	-0.7230928	
4.326	-0.7212822	
4.327	-0.7196664	
4.327	-0.7196344	
4.328	-0.7201763	
4.329	-0.720048	
4.33	-0.7201366	
4.331	-0.7195708	
4.332	-0.7201973	
4.332	-0.7227378	
4.333	-0.7242066	
4.334	-0.7242944	
4.335	-0.7239777	
4.336	-0.7248273	
4.337	-0.7241241	
4.337	-0.7234334	
4.338	-0.7244144	
4.339	-0.7240596	
4.34	-0.7241391	
4.341	-0.7239813	
4.342	-0.7248951	
4.342	-0.7234938	
4.343	-0.7227604	
4.344	-0.7218212	
4.345	-0.7199689	
4.346	-0.7188775	
4.347	-0.7204687	
4.347	-0.7219024	
4.348	-0.7212214	
4.349	-0.7215703	
4.35	-0.7218579	
4.351	-0.7230006	
4.352	-0.7224921	
4.352	-0.722064	
4.353	-0.7202412	
4.354	-0.7196787	
4.355	-0.7188696	
4.356	-0.7182475	
4.357	-0.7175261	
4.357	-0.7186576	
4.358	-0.7198671	
4.359	-0.7200952	
4.36	-0.7191927	
4.361	-0.7185026	
4.362	-0.7178882	
4.362	-0.717048	
4.363	-0.7182447	
4.364	-0.7174049	
4.365	-0.7195091	
4.366	-0.7197587	
4.367	-0.719955	
4.367	-0.7195288	
4.368	-0.7187396	
4.369	-0.7184752	
4.37	-0.7172291	
4.371	-0.7169526	
4.372	-0.7165148	
4.372	-0.7160717	
4.373	-0.7163157	
4.374	-0.7154026	
4.375	-0.7147144	
4.376	-0.7153911	
4.377	-0.7171819	
4.377	-0.7169815	
4.378	-0.717463	
4.379	-0.7154528	
4.38	-0.7153721	
4.381	-0.7161072	
4.382	-0.7165758	
4.382	-0.7179967	
4.383	-0.7180831	
4.384	-0.7178802	
4.385	-0.7204149	
4.386	-0.7215779	
4.387	-0.7228585	
4.387	-0.7250468	
4.388	-0.7255738	
4.389	-0.7260388	
4.39	-0.7272652	
4.391	-0.7271581	
4.392	-0.728422	
4.392	-0.729473	
4.393	-0.7314332	
4.394	-0.7320424	
4.395	-0.7338107	
4.396	-0.7356703	
4.397	-0.735479	
4.397	-0.7359649	
4.398	-0.7367705	
4.399	-0.7376323	
4.4	-0.7397709	
4.401	-0.7389644	
4.402	-0.7376199	
4.402	-0.738054	
4.403	-0.737425	
4.404	-0.7366281	
4.405	-0.737301	
4.406	-0.7362123	
4.407	-0.7356009	
4.407	-0.7342556	
4.408	-0.7318075	
4.409	-0.7327103	
4.41	-0.7324563	
4.411	-0.7318377	
4.412	-0.7333288	
4.412	-0.7324204	
4.413	-0.7324928	
4.414	-0.7325506	
4.415	-0.7315478	
4.416	-0.7316914	
4.417	-0.7293904	
4.417	-0.730328	
4.418	-0.7304172	
4.419	-0.7322034	
4.42	-0.7308747	
4.421	-0.7288926	
4.422	-0.7308753	
4.422	-0.7328183	
4.423	-0.7326279	
4.424	-0.7316308	
4.425	-0.7321038	
4.426	-0.7322572	
4.427	-0.7304071	
4.427	-0.7291037	
4.428	-0.7303232	
4.429	-0.7303157	
4.43	-0.728946	
4.431	-0.7284327	
4.432	-0.7272084	
4.432	-0.7252837	
4.433	-0.7257922	
4.434	-0.7248989	
4.435	-0.7233512	
4.436	-0.7235273	
4.437	-0.7210794	
4.437	-0.7215329	
4.438	-0.7209256	
4.439	-0.7204577	
4.44	-0.7190484	
4.441	-0.7197201	
4.442	-0.7210585	
4.442	-0.7191674	
4.443	-0.7175382	
4.444	-0.718277	
4.445	-0.7210414	
4.446	-0.7221745	
4.447	-0.7212666	
4.447	-0.7227167	
4.448	-0.7235577	
4.449	-0.7240525	
4.45	-0.7238905	
4.451	-0.7241368	
4.451	-0.72486	
4.452	-0.7274859	
4.453	-0.7291414	
4.454	-0.728414	
4.455	-0.7273646	
4.456	-0.7278848	
4.456	-0.7283865	
4.457	-0.7294976	
4.458	-0.7290454	
4.459	-0.7300246	
4.46	-0.7294648	
4.461	-0.7301104	
4.461	-0.729407	
4.462	-0.728618	
4.463	-0.7297136	
4.464	-0.7311013	
4.465	-0.7320119	
4.466	-0.7319112	
4.466	-0.7306656	
4.467	-0.731909	
4.468	-0.7319816	
4.469	-0.7308205	
4.47	-0.7299687	
4.471	-0.7300716	
4.471	-0.7298677	
4.472	-0.7295848	
4.473	-0.7286946	
4.474	-0.7285308	
4.475	-0.7276036	
4.476	-0.7286564	
4.476	-0.7281896	
4.477	-0.7296386	
4.478	-0.7307906	
4.479	-0.7330206	
4.48	-0.7340489	
4.481	-0.7343602	
4.481	-0.7330465	
4.482	-0.7337146	
4.483	-0.7328137	
4.484	-0.7327012	
4.485	-0.7350422	
4.486	-0.7337631	
4.486	-0.7330642	
4.487	-0.7328821	
4.488	-0.7316352	
4.489	-0.7326974	
4.49	-0.7343775	
4.491	-0.7340093	
4.491	-0.7343498	
4.492	-0.7342629	
4.493	-0.7358828	
4.494	-0.7357855	
4.495	-0.7359896	
4.496	-0.7392635	
4.496	-0.7396336	
4.497	-0.7397463	
4.498	-0.7388391	
4.499	-0.7379677	
4.5	-0.7381058	
4.501	-0.7370045	
4.501	-0.737722	
4.502	-0.7393737	
4.503	-0.7394637	
4.504	-0.7405866	
4.505	-0.7412925	
4.506	-0.7385992	
4.506	-0.7387791	
4.507	-0.7387355	
4.508	-0.7402487	
4.509	-0.7408527	
4.51	-0.740444	
4.511	-0.7398399	
4.511	-0.7409973	
4.512	-0.7414922	
4.513	-0.7422448	
4.514	-0.7415753	
4.515	-0.7413609	
4.516	-0.74145	
4.516	-0.7399746	
4.517	-0.7391708	
4.518	-0.7400549	
4.519	-0.7407777	
4.52	-0.7422757	
4.521	-0.7419465	
4.521	-0.7408797	
4.522	-0.7391961	
4.523	-0.7373172	
4.524	-0.737408	
4.525	-0.7383488	
4.526	-0.7384831	
4.526	-0.7401016	
4.527	-0.7404404	
4.528	-0.7414168	
4.529	-0.7423226	
4.53	-0.7431395	
4.531	-0.7412222	
4.531	-0.7424082	
4.532	-0.7417874	
4.533	-0.7415944	
4.534	-0.7413488	
4.535	-0.7398376	
4.536	-0.7397106	
4.536	-0.7403557	
4.537	-0.742273	
4.538	-0.741652	
4.539	-0.7424383	
4.54	-0.7433339	
4.541	-0.7428545	
4.541	-0.7423679	
4.542	-0.7432916	
4.543	-0.7450498	
4.544	-0.7455628	
4.545	-0.7455498	
4.546	-0.7446211	
4.546	-0.7442041	
4.547	-0.7436724	
4.548	-0.74476	
4.549	-0.7444685	
4.55	-0.7436647	
4.551	-0.7436773	
4.551	-0.7465778	
4.552	-0.7451963	
4.553	-0.7449354	
4.554	-0.7462633	
4.555	-0.7467199	
4.556	-0.7497923	
4.556	-0.7500175	
4.557	-0.7481152	
4.558	-0.7462451	
4.559	-0.7476228	
4.56	-0.7459076	
4.561	-0.7453325	
4.561	-0.7463437	
4.562	-0.7448057	
4.563	-0.7452545	
4.564	-0.7448808	
4.565	-0.745232	
4.566	-0.744695	
4.566	-0.7440176	
4.567	-0.7430056	
4.568	-0.7441683	
4.569	-0.7437044	
4.57	-0.7435845	
4.571	-0.7423661	
4.571	-0.7426594	
4.572	-0.7411088	
4.573	-0.7418082	
4.574	-0.743329	
4.575	-0.7432857	
4.576	-0.7440022	
4.576	-0.7421612	
4.577	-0.7432542	
4.578	-0.7441179	
4.579	-0.7442241	
4.58	-0.7434854	
4.581	-0.7434273	
4.581	-0.7413802	
4.582	-0.7394531	
4.583	-0.7421827	
4.584	-0.7419114	
4.585	-0.7425467	
4.586	-0.7437414	
4.586	-0.7440502	
4.587	-0.7452815	
4.588	-0.7458225	
4.589	-0.7448249	
4.59	-0.7446675	
4.591	-0.7449517	
4.591	-0.7477602	
4.592	-0.7483484	
4.593	-0.748521	
4.594	-0.7486322	
4.595	-0.7474738	
4.596	-0.7467973	
4.596	-0.7460542	
4.597	-0.7466249	
4.598	-0.7453812	
4.599	-0.7456974	
4.6	-0.7465817	
4.601	-0.7468107	
4.601	-0.7485772	
4.602	-0.749944	
4.603	-0.7494054	
4.604	-0.7470452	
4.605	-0.7478227	
4.606	-0.7484494	
4.606	-0.747876	
4.607	-0.7485529	
4.608	-0.7479119	
4.609	-0.7477075	
4.61	-0.7473115	
4.611	-0.7479563	
4.611	-0.747734	
4.612	-0.7464316	
4.613	-0.7462411	
4.614	-0.7453169	
4.615	-0.7455765	
4.616	-0.7463456	
4.616	-0.746603	
4.617	-0.7483203	
4.618	-0.7475856	
4.619	-0.7473265	
4.62	-0.7471803	
4.621	-0.7461174	
4.621	-0.7478209	
4.622	-0.7469081	
4.623	-0.7472655	
4.624	-0.7483001	
4.625	-0.7500235	
4.626	-0.7504373	
4.626	-0.7499303	
4.627	-0.7497702	
4.628	-0.74862	
4.629	-0.7477146	
4.63	-0.7471011	
4.631	-0.7471706	
4.631	-0.7469707	
4.632	-0.7468122	
4.633	-0.7455928	
4.634	-0.7449849	
4.635	-0.7452766	
4.636	-0.7433707	
4.636	-0.7435442	
4.637	-0.7437764	
4.638	-0.7423626	
4.639	-0.7440207	
4.64	-0.7453994	
4.641	-0.7465337	
4.641	-0.7467951	
4.642	-0.7429634	
4.643	-0.7440702	
4.644	-0.7452798	
4.645	-0.7459174	
4.646	-0.7461698	
4.646	-0.7460201	
4.647	-0.7445766	
4.648	-0.7452452	
4.649	-0.7468498	
4.65	-0.7483213	
4.651	-0.7491838	
4.651	-0.7490653	
4.652	-0.74806	
4.653	-0.7506491	
4.654	-0.7525316	
4.655	-0.7533742	
4.656	-0.7538053	
4.656	-0.7559481	
4.657	-0.7543699	
4.658	-0.7543005	
4.659	-0.7550295	
4.66	-0.7537423	
4.661	-0.7522666	
4.661	-0.7522274	
4.662	-0.7532955	
4.663	-0.7556673	
4.664	-0.7546309	
4.665	-0.7540495	
4.666	-0.7537633	
4.666	-0.7529026	
4.667	-0.7518997	
4.668	-0.7528811	
4.669	-0.7536387	
4.67	-0.7536109	
4.671	-0.7540814	
4.671	-0.7539307	
4.672	-0.7531467	
4.673	-0.7524684	
4.674	-0.7493834	
4.675	-0.7493218	
4.676	-0.7488862	
4.676	-0.7506147	
4.677	-0.7518825	
4.678	-0.7528322	
4.679	-0.7531453	
4.68	-0.7509243	
4.681	-0.7516214	
4.681	-0.7520483	
4.682	-0.7522208	
4.683	-0.7515167	
4.684	-0.7514021	
4.685	-0.7522991	
4.686	-0.7519707	
4.686	-0.7521771	
4.687	-0.7546815	
4.688	-0.7551001	
4.689	-0.7557574	
4.69	-0.7547781	
4.691	-0.7543243	
4.691	-0.7538853	
4.692	-0.7533191	
4.693	-0.754696	
4.694	-0.7566933	
4.695	-0.7579434	
4.696	-0.7585275	
4.696	-0.758258	
4.697	-0.7562422	
4.698	-0.7559642	
4.699	-0.7567953	
4.7	-0.7569101	
4.701	-0.7572122	
4.701	-0.7566624	
4.702	-0.7563893	
4.703	-0.7559274	
4.704	-0.7579934	
4.705	-0.7578082	
4.706	-0.7587169	
4.706	-0.7585095	
4.707	-0.759824	
4.708	-0.7596857	
4.709	-0.7599789	
4.71	-0.7608556	
4.711	-0.7625026	
4.711	-0.7625078	
4.712	-0.7616524	
4.713	-0.7619283	
4.714	-0.7627678	
4.715	-0.762286	
4.716	-0.7628772	
4.716	-0.760856	
4.717	-0.7604499	
4.718	-0.7612433	
4.719	-0.7611809	
4.72	-0.762323	
4.721	-0.7628239	
4.721	-0.7641054	
4.722	-0.7620126	
4.723	-0.7645215	
4.724	-0.7649798	
4.725	-0.7643097	
4.726	-0.7645975	
4.726	-0.7639555	
4.727	-0.7630002	
4.728	-0.7611925	
4.729	-0.7608008	
4.73	-0.760734	
4.731	-0.7611735	
4.731	-0.7607759	
4.732	-0.7610251	
4.733	-0.7633827	
4.734	-0.7634985	
4.735	-0.7629303	
4.736	-0.7608666	
4.736	-0.7608345	
4.737	-0.7623037	
4.738	-0.7632368	
4.739	-0.7630588	
4.74	-0.7615009	
4.741	-0.7596447	
4.741	-0.7599739	
4.742	-0.760956	
4.743	-0.7651693	
4.744	-0.7652619	
4.745	-0.7639096	
4.746	-0.7617465	
4.746	-0.7612428	
4.747	-0.7607701	
4.748	-0.7626815	
4.749	-0.7642159	
4.75	-0.7640184	
4.751	-0.7645224	
4.751	-0.7651545	
4.752	-0.764002	
4.753	-0.7638369	
4.754	-0.7624738	
4.755	-0.7635123	
4.756	-0.7639804	
4.756	-0.7653313	
4.757	-0.7644832	
4.758	-0.7642918	
4.759	-0.7642903	
4.76	-0.7641195	
4.761	-0.7656699	
4.761	-0.7670794	
4.762	-0.7671219	
4.763	-0.7665858	
4.764	-0.7645408	
4.765	-0.7627787	
4.766	-0.7637573	
4.766	-0.7648067	
4.767	-0.7656748	
4.768	-0.7658608	
4.769	-0.7658958	
4.77	-0.7649245	
4.771	-0.7649913	
4.771	-0.7650154	
4.772	-0.7627681	
4.773	-0.7640411	
4.774	-0.7650408	
4.775	-0.7642044	
4.776	-0.7636896	
4.776	-0.7639186	
4.777	-0.7653891	
4.778	-0.766094	
4.779	-0.7675152	
4.78	-0.7685605	
4.781	-0.7681089	
4.781	-0.7669309	
4.782	-0.7647361	
4.783	-0.7643036	
4.784	-0.7645683	
4.785	-0.7653537	
4.786	-0.7657207	
4.786	-0.7665071	
4.787	-0.7660708	
4.788	-0.7662895	
4.789	-0.7665325	
4.79	-0.7655652	
4.791	-0.7653	
4.791	-0.7653855	
4.792	-0.7653483	
4.793	-0.7662483	
4.794	-0.765268	
4.795	-0.7647888	
4.796	-0.7659067	
4.796	-0.7682526	
4.797	-0.7687138	
4.798	-0.7676972	
4.799	-0.7672213	
4.8	-0.7660567	
4.801	-0.7657912	
4.801	-0.7680769	
4.802	-0.7681879	
4.803	-0.7701512	
4.804	-0.7702634	
4.805	-0.7683744	
4.806	-0.7666916	
4.806	-0.7662334	
4.807	-0.7660348	
4.808	-0.7672325	
4.809	-0.7663196	
4.81	-0.7666247	
4.811	-0.7652543	
4.811	-0.7642649	
4.812	-0.7616833	
4.813	-0.7618634	
4.814	-0.7622446	
4.815	-0.7626848	
4.816	-0.7623492	
4.816	-0.7621583	
4.817	-0.7604241	
4.818	-0.7606488	
4.819	-0.7613378	
4.82	-0.7624983	
4.821	-0.7623156	
4.821	-0.7626281	
4.822	-0.7612467	
4.823	-0.7614577	
4.824	-0.7610826	
4.825	-0.7609878	
4.826	-0.7634189	
4.826	-0.764452	
4.827	-0.7645503	
4.828	-0.763175	
4.829	-0.7607116	
4.83	-0.7617277	
4.831	-0.7619166	
4.831	-0.7637116	
4.832	-0.765111	
4.833	-0.7684075	
4.834	-0.7697525	
4.835	-0.7698229	
4.836	-0.7697265	
4.836	-0.7703607	
4.837	-0.7693498	
4.838	-0.7680169	
4.839	-0.7670072	
4.84	-0.7662635	
4.841	-0.7651349	
4.841	-0.7634177	
4.842	-0.7628064	
4.843	-0.7631174	
4.844	-0.7622161	
4.845	-0.7622864	
4.846	-0.7610385	
4.846	-0.7599664	
4.847	-0.760686	
4.848	-0.7613336	
4.849	-0.7620093	
4.85	-0.7640738	
4.851	-0.7618704	
4.851	-0.7620503	
4.852	-0.7627763	
4.853	-0.7626407	
4.854	-0.7588339	
4.855	-0.7572133	
4.856	-0.7565642	
4.856	-0.7555865	
4.857	-0.7548026	
4.858	-0.755773	
4.859	-0.7564921	
4.86	-0.755608	
4.861	-0.7564959	
4.861	-0.754145	
4.862	-0.7558808	
4.863	-0.7561217	
4.864	-0.7556043	
4.865	-0.7566974	
4.866	-0.7555225	
4.866	-0.7566876	
4.867	-0.7563716	
4.868	-0.7549593	
4.869	-0.7549835	
4.87	-0.7563834	
4.871	-0.75767	
4.871	-0.760896	
4.872	-0.7593649	
4.873	-0.7590665	
4.874	-0.7597293	
4.875	-0.7640652	
4.876	-0.7644787	
4.876	-0.7634532	
4.877	-0.7634306	
4.878	-0.7643152	
4.879	-0.764631	
4.88	-0.7644706	
4.881	-0.7654753	
4.881	-0.7649688	
4.882	-0.7662815	
4.883	-0.7663262	
4.884	-0.7648832	
4.885	-0.7645656	
4.886	-0.7628845	
4.886	-0.7632434	
4.887	-0.7637829	
4.888	-0.7634496	
4.889	-0.7634594	
4.89	-0.7629712	
4.891	-0.7625824	
4.891	-0.7623015	
4.892	-0.7608685	
4.893	-0.7610061	
4.894	-0.7596044	
4.895	-0.7601255	
4.896	-0.7587568	
4.896	-0.7571565	
4.897	-0.7567475	
4.898	-0.7587389	
4.899	-0.7581911	
4.9	-0.7572271	
4.901	-0.7565482	
4.901	-0.7570547	
4.902	-0.7557834	
4.903	-0.7558666	
4.904	-0.7554883	
4.905	-0.7569887	
4.906	-0.7570314	
4.906	-0.758939	
4.907	-0.7584578	
4.908	-0.7584106	
4.909	-0.7583342	
4.91	-0.7590017	
4.911	-0.7589835	
4.911	-0.7575812	
4.912	-0.756924	
4.913	-0.7577748	
4.914	-0.7580726	
4.915	-0.7598288	
4.916	-0.7569574	
4.916	-0.7564172	
4.917	-0.7584921	
4.918	-0.7599269	
4.919	-0.7587498	
4.92	-0.7606446	
4.921	-0.7606371	
4.921	-0.7620217	
4.922	-0.7615547	
4.923	-0.7639785	
4.924	-0.7643949	
4.925	-0.7651841	
4.926	-0.763113	
4.926	-0.7635919	
4.927	-0.7634748	
4.928	-0.7647146	
4.929	-0.7640337	
4.93	-0.7641932	
4.931	-0.764462	
4.931	-0.7633753	
4.932	-0.7645797	
4.933	-0.7647157	
4.934	-0.7633154	
4.935	-0.7643954	
4.936	-0.7638837	
4.936	-0.7651246	
4.937	-0.7649413	
4.938	-0.7645905	
4.939	-0.7640114	
4.94	-0.7639308	
4.941	-0.7619827	
4.941	-0.7625114	
4.942	-0.7633334	
4.943	-0.7636499	
4.944	-0.7636555	
4.945	-0.7644556	
4.946	-0.7644773	
4.946	-0.7662151	
4.947	-0.7676705	
4.948	-0.7679913	
4.949	-0.7659425	
4.95	-0.7658111	
4.951	-0.765318	
4.951	-0.7655633	
4.952	-0.7665252	
4.953	-0.7678826	
4.954	-0.767906	
4.955	-0.768096	
4.956	-0.7668837	
4.956	-0.7671714	
4.957	-0.7676725	
4.958	-0.7682478	
4.959	-0.7687748	
4.96	-0.7671218	
4.961	-0.7673616	
4.961	-0.768653	
4.962	-0.7693789	
4.963	-0.7684767	
4.964	-0.7679199	
4.965	-0.7668222	
4.966	-0.7676465	
4.966	-0.7666557	
4.967	-0.7669002	
4.968	-0.7671146	
4.969	-0.767394	
4.97	-0.7686093	
4.971	-0.7689628	
4.971	-0.7699801	
4.972	-0.7698784	
4.973	-0.7705168	
4.974	-0.7678197	
4.975	-0.7675589	
4.976	-0.7680746	
4.976	-0.7681065	
4.977	-0.7665586	
4.978	-0.7657934	
4.979	-0.7647802	
4.98	-0.7647491	
4.981	-0.7676407	
4.981	-0.7672287	
4.982	-0.7669883	
4.983	-0.765199	
4.984	-0.7664363	
4.985	-0.7670287	
4.986	-0.7671701	
4.986	-0.7658669	
4.987	-0.7664284	
4.988	-0.7657769	
4.989	-0.7653459	
4.99	-0.7663956	
4.991	-0.7670243	
4.991	-0.7661639	
4.992	-0.76681	
4.993	-0.766352	
4.994	-0.7660236	
4.995	-0.7671593	
4.996	-0.7670842	
4.996	-0.7679213	
4.997	-0.7686044	
4.998	-0.7698272	
4.999	-0.7707576	
5	-0.7713332	
5.001	-0.7710387	
5.001	-0.7711725	
5.002	-0.7721121	
5.003	-0.7723569	
5.004	-0.7710908	
5.005	-0.7707925	
5.006	-0.7716603	
5.006	-0.771587	
5.007	-0.770867	
5.008	-0.770627	
5.009	-0.7712966	
5.01	-0.7723595	
5.011	-0.7720444	
5.011	-0.7726409	
5.012	-0.7749472	
5.013	-0.7751128	
5.014	-0.7753745	
5.015	-0.7767819	
5.016	-0.7762436	
5.016	-0.7770877	
5.017	-0.7759366	
5.018	-0.7770117	
5.019	-0.7768024	
5.02	-0.7768624	
5.021	-0.7763777	
5.021	-0.776293	
5.022	-0.7750055	
5.023	-0.774398	
5.024	-0.7736806	
5.025	-0.7747367	
5.025	-0.7742178	
5.026	-0.7729199	
5.027	-0.7747841	
5.028	-0.7749551	
5.029	-0.7751657	
5.03	-0.7745304	
5.03	-0.7742283	
5.031	-0.7727876	
5.032	-0.7727934	
5.033	-0.7708443	
5.034	-0.7706125	
5.035	-0.7699349	
5.035	-0.7682096	
5.036	-0.7703798	
5.037	-0.7712072	
5.038	-0.7710515	
5.039	-0.7697082	
5.04	-0.7706044	
5.04	-0.770888	
5.041	-0.7712119	
5.042	-0.7719519	
5.043	-0.7722442	
5.044	-0.7718371	
5.045	-0.7732651	
5.045	-0.7751217	
5.046	-0.7746003	
5.047	-0.7757104	
5.048	-0.775829	
5.049	-0.7763756	
5.05	-0.7765982	
5.05	-0.7757478	
5.051	-0.7755126	
5.052	-0.7755413	
5.053	-0.7744291	
5.054	-0.7738719	
5.055	-0.77504	
5.055	-0.7756616	
5.056	-0.774667	
5.057	-0.7740061	
5.058	-0.7733533	
5.059	-0.7730052	
5.06	-0.7724351	
5.06	-0.7717554	
5.061	-0.7710847	
5.062	-0.7713466	
5.063	-0.770229	
5.064	-0.7704985	
5.065	-0.7709999	
5.065	-0.7701081	
5.066	-0.7691563	
5.067	-0.7706891	
5.068	-0.7692033	
5.069	-0.7684999	
5.07	-0.7687991	
5.07	-0.7686751	
5.071	-0.7687873	
5.072	-0.768554	
5.073	-0.7688661	
5.074	-0.7695707	
5.075	-0.7707312	
5.075	-0.7691497	
5.076	-0.7700369	
5.077	-0.7717616	
5.078	-0.7713408	
5.079	-0.7707634	
5.08	-0.7721217	
5.08	-0.7726285	
5.081	-0.773744	
5.082	-0.772594	
5.083	-0.7729906	
5.084	-0.7728398	
5.085	-0.773083	
5.085	-0.7734041	
5.086	-0.7736905	
5.087	-0.7723573	
5.088	-0.7718738	
5.089	-0.7724528	
5.09	-0.7720454	
5.09	-0.7712108	
5.091	-0.7722641	
5.092	-0.773138	
5.093	-0.7719899	
5.094	-0.7728199	
5.095	-0.7728562	
5.095	-0.7729104	
5.096	-0.7733216	
5.097	-0.7726057	
5.098	-0.7722631	
5.099	-0.7710621	
5.1	-0.7710782	
5.1	-0.770741	
5.101	-0.7704657	
5.102	-0.7699196	
5.103	-0.771905	
5.104	-0.7729828	
5.105	-0.774001	
5.105	-0.7740273	
5.106	-0.7726256	
5.107	-0.7724468	
5.108	-0.7741007	
5.109	-0.7738603	
5.11	-0.773939	
5.11	-0.7736885	
5.111	-0.7736256	
5.112	-0.772913	
5.113	-0.7717373	
5.114	-0.7724316	
5.115	-0.7725978	
5.115	-0.7731286	
5.116	-0.7734429	
5.117	-0.7739584	
5.118	-0.7736338	
5.119	-0.7740598	
5.12	-0.7752764	
5.12	-0.7754486	
5.121	-0.7763624	
5.122	-0.7767934	
5.123	-0.7775468	
5.124	-0.7770198	
5.125	-0.7761977	
5.125	-0.7752611	
5.126	-0.7755234	
5.127	-0.7758595	
5.128	-0.7763168	
5.129	-0.7752069	
5.13	-0.7760148	
5.13	-0.7768605	
5.131	-0.7788203	
5.132	-0.780155	
5.133	-0.7807521	
5.134	-0.7814606	
5.135	-0.7811081	
5.135	-0.7814346	
5.136	-0.779786	
5.137	-0.7778345	
5.138	-0.7785017	
5.139	-0.7786675	
5.14	-0.7780055	
5.14	-0.7794377	
5.141	-0.7798522	
5.142	-0.7793186	
5.143	-0.7784963	
5.144	-0.7774927	
5.145	-0.777087	
5.145	-0.7763996	
5.146	-0.7779356	
5.147	-0.7782444	
5.148	-0.779159	
5.149	-0.7791312	
5.15	-0.7799703	
5.15	-0.7799329	
5.151	-0.7785385	
5.152	-0.7781239	
5.153	-0.778131	
5.154	-0.7768483	
5.155	-0.7779803	
5.155	-0.7791702	
5.156	-0.7792137	
5.157	-0.7813679	
5.158	-0.7835989	
5.159	-0.7831054	
5.16	-0.7846307	
5.16	-0.786541	
5.161	-0.7857124	
5.162	-0.7858953	
5.163	-0.786296	
5.164	-0.7881189	
5.165	-0.7890173	
5.165	-0.788582	
5.166	-0.7908419	
5.167	-0.7899014	
5.168	-0.7896976	
5.169	-0.7901639	
5.17	-0.7904658	
5.17	-0.7901103	
5.171	-0.7898672	
5.172	-0.7907196	
5.173	-0.7900941	
5.174	-0.7903709	
5.175	-0.7905897	
5.175	-0.7885247	
5.176	-0.7873358	
5.177	-0.7874642	
5.178	-0.78649	
5.179	-0.7849503	
5.18	-0.785611	
5.18	-0.783581	
5.181	-0.7821988	
5.182	-0.7819939	
5.183	-0.7802026	
5.184	-0.7796667	
5.185	-0.7791167	
5.185	-0.7784048	
5.186	-0.7791092	
5.187	-0.7769471	
5.188	-0.7779722	
5.189	-0.7770658	
5.19	-0.7765639	
5.19	-0.7768576	
5.191	-0.7775506	
5.192	-0.7776746	
5.193	-0.7768754	
5.194	-0.7759535	
5.195	-0.7753857	
5.195	-0.7773955	
5.196	-0.7793572	
5.197	-0.7791218	
5.198	-0.7799978	
5.199	-0.7793714	
5.2	-0.7790188	
5.2	-0.7792129	
5.201	-0.7783782	
5.202	-0.7788919	
5.203	-0.7795597	
5.204	-0.7804335	
5.205	-0.7799074	
5.205	-0.7787789	
5.206	-0.7777553	
5.207	-0.7773648	
5.208	-0.7779086	
5.209	-0.7773201	
5.21	-0.7792181	
5.21	-0.7807123	
5.211	-0.7801703	
5.212	-0.7806246	
5.213	-0.781129	
5.214	-0.7822859	
5.215	-0.7830449	
5.215	-0.7830759	
5.216	-0.782518	
5.217	-0.7819226	
5.218	-0.7831162	
5.219	-0.7826735	
5.22	-0.7841578	
5.22	-0.7856207	
5.221	-0.7844426	
5.222	-0.7855503	
5.223	-0.7859281	
5.224	-0.786065	
5.225	-0.7856487	
5.225	-0.7852207	
5.226	-0.785289	
5.227	-0.7862242	
5.228	-0.7874435	
5.229	-0.7877717	
5.23	-0.7891132	
5.23	-0.7867838	
5.231	-0.7862428	
5.232	-0.7850186	
5.233	-0.7833315	
5.234	-0.7814561	
5.235	-0.7797113	
5.235	-0.7792576	
5.236	-0.7793518	
5.237	-0.778844	
5.238	-0.7783492	
5.239	-0.776177	
5.24	-0.775068	
5.24	-0.7715789	
5.241	-0.7706581	
5.242	-0.7709957	
5.243	-0.7697448	
5.244	-0.7685668	
5.245	-0.7677196	
5.245	-0.7686876	
5.246	-0.7704491	
5.247	-0.7710511	
5.248	-0.7714523	
5.249	-0.7702007	
5.25	-0.770337	
5.25	-0.7712619	
5.251	-0.7715904	
5.252	-0.7701234	
5.253	-0.7723851	
5.254	-0.7733064	
5.255	-0.7755718	
5.255	-0.7759857	
5.256	-0.7768309	
5.257	-0.7747588	
5.258	-0.7752779	
5.259	-0.7743312	
5.26	-0.7748518	
5.26	-0.7757998	
5.261	-0.7777182	
5.262	-0.7794657	
5.263	-0.7803258	
5.264	-0.7821094	
5.265	-0.7843027	
5.265	-0.7859779	
5.266	-0.7873216	
5.267	-0.7872583	
5.268	-0.7870383	
5.269	-0.7861363	
5.27	-0.7852921	
5.27	-0.7840099	
5.271	-0.7820623	
5.272	-0.7814847	
5.273	-0.783406	
5.274	-0.7832491	
5.275	-0.7839794	
5.275	-0.7842015	
5.276	-0.7836245	
5.277	-0.7828449	
5.278	-0.7842092	
5.279	-0.7842085	
5.28	-0.7851645	
5.28	-0.7855222	
5.281	-0.7848925	
5.282	-0.7843315	
5.283	-0.7834735	
5.284	-0.7819937	
