Chrom.1		
UV		
ml	mAU	
8.524	4.138075	
8.525	4.158175	
8.526	4.178357	
8.526	4.199698	
8.527	4.221553	
8.528	4.242342	
8.529	4.263369	
8.53	4.283411	
8.531	4.303409	
8.531	4.323928	
8.532	4.345539	
8.533	4.36713	
8.534	4.390081	
8.535	4.412524	
8.536	4.434403	
8.536	4.454399	
8.537	4.474435	
8.538	4.496336	
8.539	4.517215	
8.54	4.537627	
8.541	4.55862	
8.541	4.579329	
8.542	4.600772	
8.543	4.620213	
8.544	4.639708	
8.545	4.659992	
8.546	4.680657	
8.546	4.70131	
8.547	4.72095	
8.548	4.740281	
8.549	4.761654	
8.55	4.78216	
8.551	4.805746	
8.551	4.829547	
8.552	4.849894	
8.553	4.869786	
8.554	4.890431	
8.555	4.911311	
8.556	4.931979	
8.556	4.953791	
8.557	4.976731	
8.558	4.998229	
8.559	5.01649	
8.56	5.036272	
8.561	5.068671	
8.561	5.110076	
8.562	5.153008	
8.563	5.188198	
8.564	5.206155	
8.565	5.228831	
8.566	5.26055	
8.566	5.28863	
8.567	5.311631	
8.568	5.329357	
8.569	5.347066	
8.57	5.370196	
8.571	5.399309	
8.571	5.428195	
8.572	5.455194	
8.573	5.4792	
8.574	5.501224	
8.575	5.518947	
8.576	5.534454	
8.576	5.546715	
8.577	5.556602	
8.578	5.564098	
8.579	5.574132	
8.58	5.586655	
8.581	5.597428	
8.581	5.609574	
8.582	5.623483	
8.583	5.635975	
8.584	5.650008	
8.585	5.665154	
8.586	5.675313	
8.586	5.67824	
8.587	5.686143	
8.588	5.699631	
8.589	5.717922	
8.59	5.735457	
8.591	5.750736	
8.591	5.761729	
8.592	5.774508	
8.593	5.790164	
8.594	5.809115	
8.595	5.830054	
8.596	5.854048	
8.596	5.882452	
8.597	5.914958	
8.598	5.947497	
8.599	5.983962	
8.6	6.018866	
8.601	6.05231	
8.601	6.086456	
8.602	6.118261	
8.603	6.150792	
8.604	6.185693	
8.605	6.220176	
8.606	6.256964	
8.606	6.289311	
8.607	6.32254	
8.608	6.352067	
8.609	6.382523	
8.61	6.412776	
8.611	6.440779	
8.611	6.469211	
8.612	6.49462	
8.613	6.515269	
8.614	6.536787	
8.615	6.558885	
8.616	6.581426	
8.616	6.603335	
8.617	6.625187	
8.618	6.647685	
8.619	6.671009	
8.62	6.692751	
8.621	6.714271	
8.621	6.734633	
8.622	6.754599	
8.623	6.775212	
8.624	6.795955	
8.625	6.815665	
8.626	6.837531	
8.626	6.856516	
8.627	6.875559	
8.628	6.894331	
8.629	6.915131	
8.63	6.93601	
8.631	6.955566	
8.631	6.974483	
8.632	6.99408	
8.633	7.013629	
8.634	7.035711	
8.635	7.056156	
8.636	7.077582	
8.636	7.098073	
8.637	7.11818	
8.638	7.138437	
8.639	7.160002	
8.64	7.180958	
8.641	7.202669	
8.641	7.222544	
8.642	7.243444	
8.643	7.265942	
8.644	7.287806	
8.645	7.308704	
8.646	7.331958	
8.646	7.353565	
8.647	7.374469	
8.648	7.398203	
8.649	7.419454	
8.65	7.441016	
8.651	7.462132	
8.651	7.484197	
8.652	7.508214	
8.653	7.531235	
8.654	7.554354	
8.655	7.579136	
8.656	7.601574	
8.656	7.625671	
8.657	7.649371	
8.658	7.673688	
8.659	7.697595	
8.66	7.719451	
8.661	7.743264	
8.661	7.766749	
8.662	7.791649	
8.663	7.815584	
8.664	7.839256	
8.665	7.861869	
8.666	7.883865	
8.666	7.904294	
8.667	7.92525	
8.668	7.948727	
8.669	7.971309	
8.67	7.994667	
8.671	8.017282	
8.671	8.041729	
8.672	8.064212	
8.673	8.084715	
8.674	8.106359	
8.675	8.127632	
8.676	8.144589	
8.676	8.164691	
8.677	8.184566	
8.678	8.204997	
8.679	8.227735	
8.68	8.249222	
8.681	8.273181	
8.681	8.296421	
8.682	8.321262	
8.683	8.345906	
8.684	8.369564	
8.685	8.393391	
8.686	8.418652	
8.686	8.445285	
8.687	8.472257	
8.688	8.50006	
8.689	8.529258	
8.69	8.556971	
8.691	8.585135	
8.691	8.613746	
8.692	8.643099	
8.693	8.672921	
8.694	8.701514	
8.695	8.730202	
8.696	8.760987	
8.696	8.793957	
8.697	8.823776	
8.698	8.85326	
8.699	8.8835	
8.7	8.911081	
8.701	8.938147	
8.701	8.964595	
8.702	8.992372	
8.703	9.018386	
8.704	9.044454	
8.705	9.070457	
8.706	9.097427	
8.706	9.123434	
8.707	9.14861	
8.708	9.173621	
8.709	9.197898	
8.71	9.221713	
8.711	9.247136	
8.711	9.271861	
8.712	9.297796	
8.713	9.319495	
8.714	9.344656	
8.715	9.370216	
8.716	9.394712	
8.716	9.417233	
8.717	9.441061	
8.718	9.466475	
8.719	9.490729	
8.72	9.513034	
8.721	9.536266	
8.721	9.562713	
8.722	9.589488	
8.723	9.615479	
8.724	9.639593	
8.725	9.664415	
8.726	9.689239	
8.726	9.712899	
8.727	9.737528	
8.728	9.762442	
8.729	9.786295	
8.73	9.809454	
8.731	9.831902	
8.731	9.855573	
8.732	9.877094	
8.733	9.898349	
8.734	9.920094	
8.735	9.941788	
8.736	9.964729	
8.736	9.989329	
8.737	10.01412	
8.738	10.03831	
8.739	10.06247	
8.74	10.08703	
8.741	10.10915	
8.741	10.13339	
8.742	10.15749	
8.743	10.17737	
8.744	10.19861	
8.745	10.22196	
8.746	10.24426	
8.746	10.26643	
8.747	10.2888	
8.748	10.31058	
8.749	10.33374	
8.75	10.35494	
8.751	10.37613	
8.751	10.39933	
8.752	10.42164	
8.753	10.44528	
8.754	10.47028	
8.755	10.4956	
8.756	10.51885	
8.756	10.54257	
8.757	10.56353	
8.758	10.58378	
8.759	10.60552	
8.76	10.62774	
8.761	10.64851	
8.761	10.66921	
8.762	10.68911	
8.763	10.70876	
8.764	10.73371	
8.765	10.75668	
8.766	10.77956	
8.766	10.80226	
8.767	10.82722	
8.768	10.85086	
8.769	10.8729	
8.77	10.89476	
8.771	10.91722	
8.771	10.94154	
8.772	10.96227	
8.773	10.98169	
8.774	11.00278	
8.775	11.02337	
8.776	11.04623	
8.776	11.06887	
8.777	11.09131	
8.778	11.11474	
8.779	11.13925	
8.78	11.16237	
8.78	11.18503	
8.781	11.20773	
8.782	11.23304	
8.783	11.25687	
8.784	11.28064	
8.785	11.30426	
8.785	11.3271	
8.786	11.34922	
8.787	11.37298	
8.788	11.39584	
8.789	11.42031	
8.79	11.44497	
8.79	11.46887	
8.791	11.49387	
8.792	11.5186	
8.793	11.54308	
8.794	11.56682	
8.795	11.59165	
8.795	11.61802	
8.796	11.64024	
8.797	11.66319	
8.798	11.68734	
8.799	11.71054	
8.8	11.73521	
8.8	11.76021	
8.801	11.78385	
8.802	11.80853	
8.803	11.83168	
8.804	11.85531	
8.805	11.88017	
8.805	11.90285	
8.806	11.92597	
8.807	11.95099	
8.808	11.97451	
8.809	11.99823	
8.81	12.01991	
8.81	12.04296	
8.811	12.06756	
8.812	12.09275	
8.813	12.11694	
8.814	12.14186	
8.815	12.16644	
8.815	12.19048	
8.816	12.21287	
8.817	12.23583	
8.818	12.25969	
8.819	12.28338	
8.82	12.30656	
8.82	12.33091	
8.821	12.3548	
8.822	12.37765	
8.823	12.4011	
8.824	12.42301	
8.825	12.44831	
8.825	12.47033	
8.826	12.49235	
8.827	12.51356	
8.828	12.53568	
8.829	12.55762	
8.83	12.57857	
8.83	12.60031	
8.831	12.62251	
8.832	12.64451	
8.833	12.66618	
8.834	12.68832	
8.835	12.70946	
8.835	12.73262	
8.836	12.75443	
8.837	12.77607	
8.838	12.79853	
8.839	12.82222	
8.84	12.84467	
8.84	12.86788	
8.841	12.88932	
8.842	12.91047	
8.843	12.93354	
8.844	12.9562	
8.845	12.97964	
8.845	13.00179	
8.846	13.02518	
8.847	13.0472	
8.848	13.07007	
8.849	13.09285	
8.85	13.11601	
8.85	13.14292	
8.851	13.16841	
8.852	13.19363	
8.853	13.21839	
8.854	13.24166	
8.855	13.26486	
8.855	13.28898	
8.856	13.31171	
8.857	13.33282	
8.858	13.35625	
8.859	13.38257	
8.86	13.40463	
8.86	13.42723	
8.861	13.4516	
8.862	13.47562	
8.863	13.50083	
8.864	13.52708	
8.865	13.55137	
8.865	13.57701	
8.866	13.60199	
8.867	13.62593	
8.868	13.65144	
8.869	13.67612	
8.87	13.69889	
8.87	13.72365	
8.871	13.74725	
8.872	13.77236	
8.873	13.7965	
8.874	13.81889	
8.875	13.84314	
8.875	13.86705	
8.876	13.89186	
8.877	13.91692	
8.878	13.94454	
8.879	13.96829	
8.88	13.99029	
8.88	14.01409	
8.881	14.03985	
8.882	14.06531	
8.883	14.08999	
8.884	14.11447	
8.885	14.13745	
8.885	14.16189	
8.886	14.18519	
8.887	14.20787	
8.888	14.23185	
8.889	14.25613	
8.89	14.27996	
8.89	14.3048	
8.891	14.3304	
8.892	14.35421	
8.893	14.37719	
8.894	14.40093	
8.895	14.42594	
8.895	14.45161	
8.896	14.4769	
8.897	14.50221	
8.898	14.52649	
8.899	14.55135	
8.9	14.57521	
8.9	14.59719	
8.901	14.62025	
8.902	14.64237	
8.903	14.66373	
8.904	14.68724	
8.905	14.70864	
8.905	14.73073	
8.906	14.75258	
8.907	14.77634	
8.908	14.79973	
8.909	14.82159	
8.91	14.84439	
8.91	14.86851	
8.911	14.89194	
8.912	14.9136	
8.913	14.93702	
8.914	14.96212	
8.915	14.9852	
8.915	15.00714	
8.916	15.02895	
8.917	15.05056	
8.918	15.07236	
8.919	15.09469	
8.92	15.1163	
8.92	15.14002	
8.921	15.16551	
8.922	15.18954	
8.923	15.21381	
8.924	15.24014	
8.925	15.26365	
8.925	15.29056	
8.926	15.31629	
8.927	15.34153	
8.928	15.36579	
8.929	15.39283	
8.93	15.41788	
8.93	15.44193	
8.931	15.46723	
8.932	15.49234	
8.933	15.51426	
8.934	15.5363	
8.935	15.55728	
8.935	15.5808	
8.936	15.60631	
8.937	15.63135	
8.938	15.65619	
8.939	15.6807	
8.94	15.7062	
8.94	15.73041	
8.941	15.7534	
8.942	15.77679	
8.943	15.79908	
8.944	15.8228	
8.945	15.84523	
8.945	15.86839	
8.946	15.89072	
8.947	15.91271	
8.948	15.93459	
8.949	15.95826	
8.95	15.98008	
8.95	16.00486	
8.951	16.02746	
8.952	16.05001	
8.953	16.07135	
8.954	16.09359	
8.955	16.11426	
8.955	16.1384	
8.956	16.16166	
8.957	16.18409	
8.958	16.20631	
8.959	16.22835	
8.96	16.25057	
8.96	16.27151	
8.961	16.29518	
8.962	16.31809	
8.963	16.34025	
8.964	16.36338	
8.965	16.38438	
8.965	16.40709	
8.966	16.42961	
8.967	16.45213	
8.968	16.47534	
8.969	16.49952	
8.97	16.52142	
8.97	16.54332	
8.971	16.56366	
8.972	16.58684	
8.973	16.60865	
8.974	16.63233	
8.975	16.65665	
8.975	16.68083	
8.976	16.70247	
8.977	16.72514	
8.978	16.74714	
8.979	16.77155	
8.98	16.79609	
8.98	16.82049	
8.981	16.84452	
8.982	16.86742	
8.983	16.89146	
8.984	16.91636	
8.985	16.94104	
8.985	16.96475	
8.986	16.98499	
8.987	17.00543	
8.988	17.02814	
8.989	17.05163	
8.99	17.07439	
8.99	17.09807	
8.991	17.12204	
8.992	17.14448	
8.993	17.16615	
8.994	17.18931	
8.995	17.21229	
8.995	17.23509	
8.996	17.25828	
8.997	17.28072	
8.998	17.30332	
8.999	17.32717	
9	17.34919	
9	17.37096	
9.001	17.39167	
9.002	17.41438	
9.003	17.43714	
9.004	17.45945	
9.005	17.48071	
9.005	17.50191	
9.006	17.5245	
9.007	17.54719	
9.008	17.56831	
9.009	17.58955	
9.01	17.61078	
9.01	17.63264	
9.011	17.65367	
9.012	17.67515	
9.013	17.69814	
9.014	17.72282	
9.015	17.74514	
9.015	17.76651	
9.016	17.78731	
9.017	17.80939	
9.018	17.83216	
9.019	17.85496	
9.02	17.8762	
9.02	17.89683	
9.021	17.91829	
9.022	17.94131	
9.023	17.96128	
9.024	17.98386	
9.025	18.00719	
9.025	18.02895	
9.026	18.05158	
9.027	18.07423	
9.028	18.09683	
9.029	18.1205	
9.03	18.14214	
9.03	18.16431	
9.031	18.18926	
9.032	18.21265	
9.033	18.23556	
9.034	18.25685	
9.035	18.27736	
9.035	18.30103	
9.036	18.32362	
9.037	18.34628	
9.038	18.36641	
9.039	18.38934	
9.04	18.40958	
9.04	18.4294	
9.041	18.4514	
9.042	18.47381	
9.043	18.49472	
9.044	18.51837	
9.045	18.53962	
9.045	18.56022	
9.046	18.58177	
9.047	18.60206	
9.048	18.62288	
9.049	18.64415	
9.05	18.66567	
9.05	18.6874	
9.051	18.71008	
9.052	18.73103	
9.053	18.75244	
9.054	18.77377	
9.055	18.79559	
9.055	18.81775	
9.056	18.837	
9.057	18.8582	
9.058	18.8793	
9.059	18.90115	
9.06	18.92254	
9.06	18.94472	
9.061	18.96648	
9.062	18.98691	
9.063	19.00577	
9.064	19.02649	
9.065	19.04574	
9.065	19.06651	
9.066	19.08643	
9.067	19.10738	
9.068	19.12845	
9.069	19.1496	
9.07	19.17072	
9.07	19.19164	
9.071	19.212	
9.072	19.23084	
9.073	19.2489	
9.074	19.26881	
9.075	19.28983	
9.075	19.31115	
9.076	19.33167	
9.077	19.35472	
9.078	19.37572	
9.079	19.39562	
9.08	19.41648	
9.08	19.43626	
9.081	19.45553	
9.082	19.4751	
9.083	19.49762	
9.084	19.52018	
9.085	19.54275	
9.085	19.56449	
9.086	19.58482	
9.087	19.60438	
9.088	19.62527	
9.089	19.64657	
9.09	19.66567	
9.09	19.6866	
9.091	19.7075	
9.092	19.728	
9.093	19.74833	
9.094	19.76852	
9.095	19.78807	
9.095	19.80756	
9.096	19.8271	
9.097	19.84797	
9.098	19.86643	
9.099	19.8854	
9.1	19.90555	
9.1	19.92602	
9.101	19.94695	
9.102	19.96772	
9.103	19.98806	
9.104	20.00755	
9.105	20.02731	
9.105	20.04704	
9.106	20.06598	
9.107	20.08617	
9.108	20.10685	
9.109	20.12748	
9.11	20.14779	
9.11	20.16835	
9.111	20.18935	
9.112	20.20897	
9.113	20.22957	
9.114	20.24887	
9.115	20.26684	
9.115	20.28515	
9.116	20.30509	
9.117	20.32447	
9.118	20.34196	
9.119	20.36278	
9.12	20.3831	
9.12	20.40444	
9.121	20.42381	
9.122	20.44233	
9.123	20.4598	
9.124	20.47901	
9.125	20.49706	
9.125	20.51559	
9.126	20.53473	
9.127	20.55488	
9.128	20.57422	
9.129	20.59497	
9.13	20.61321	
9.13	20.63295	
9.131	20.65426	
9.132	20.67279	
9.133	20.69109	
9.134	20.71018	
9.135	20.73023	
9.135	20.75006	
9.136	20.77016	
9.137	20.78846	
9.138	20.80782	
9.139	20.82821	
9.14	20.84633	
9.14	20.86446	
9.141	20.88244	
9.142	20.90221	
9.143	20.92208	
9.144	20.94374	
9.145	20.96454	
9.145	20.98496	
9.146	21.0035	
9.147	21.02165	
9.148	21.03879	
9.149	21.05729	
9.15	21.07678	
9.15	21.09605	
9.151	21.11523	
9.152	21.13399	
9.153	21.15362	
9.154	21.17447	
9.155	21.1937	
9.155	21.2131	
9.156	21.23369	
9.157	21.25408	
9.158	21.27474	
9.159	21.29563	
9.16	21.31483	
9.16	21.33472	
9.161	21.35524	
9.162	21.37514	
9.163	21.39655	
9.164	21.41895	
9.165	21.43863	
9.165	21.45667	
9.166	21.4764	
9.167	21.49715	
9.168	21.51657	
9.169	21.53629	
9.17	21.55521	
9.17	21.57449	
9.171	21.59288	
9.172	21.61114	
9.173	21.62827	
9.174	21.64602	
9.175	21.66331	
9.175	21.6817	
9.176	21.70152	
9.177	21.71952	
9.178	21.73718	
9.179	21.75613	
9.18	21.7749	
9.18	21.79418	
9.181	21.81322	
9.182	21.83187	
9.183	21.85143	
9.184	21.86805	
9.185	21.88368	
9.185	21.90157	
9.186	21.92128	
9.187	21.93972	
9.188	21.95556	
9.189	21.97249	
9.19	21.99229	
9.19	22.01311	
9.191	22.03114	
9.192	22.05247	
9.193	22.07139	
9.194	22.09202	
9.195	22.11004	
9.195	22.13119	
9.196	22.15077	
9.197	22.16822	
9.198	22.18776	
9.199	22.20676	
9.2	22.22448	
9.2	22.24053	
9.201	22.25821	
9.202	22.27707	
9.203	22.29587	
9.204	22.3137	
9.205	22.33261	
9.205	22.35124	
9.206	22.36938	
9.207	22.3874	
9.208	22.40548	
9.209	22.42542	
9.21	22.44436	
9.21	22.46205	
9.211	22.47836	
9.212	22.49523	
9.213	22.51092	
9.214	22.5284	
9.215	22.54617	
9.215	22.56445	
9.216	22.58129	
9.217	22.59776	
9.218	22.61638	
9.219	22.6354	
9.22	22.65199	
9.22	22.66845	
9.221	22.68481	
9.222	22.70135	
9.223	22.71713	
9.224	22.73337	
9.225	22.75087	
9.225	22.76797	
9.226	22.78506	
9.227	22.80321	
9.228	22.8204	
9.229	22.83543	
9.23	22.85052	
9.23	22.86751	
9.231	22.88366	
9.232	22.90198	
9.233	22.92137	
9.234	22.94043	
9.235	22.95851	
9.235	22.97551	
9.236	22.99352	
9.237	23.01219	
9.238	23.02981	
9.239	23.04639	
9.24	23.06276	
9.24	23.08083	
9.241	23.09871	
9.242	23.11737	
9.243	23.13474	
9.244	23.15313	
9.245	23.17094	
9.245	23.19044	
9.246	23.20813	
9.247	23.2267	
9.248	23.24313	
9.249	23.2602	
9.25	23.2795	
9.25	23.29835	
9.251	23.31466	
9.252	23.33228	
9.253	23.34803	
9.254	23.36289	
9.255	23.37746	
9.255	23.39347	
9.256	23.41083	
9.257	23.42694	
9.258	23.44187	
9.259	23.45828	
9.26	23.47419	
9.26	23.49045	
9.261	23.50818	
9.262	23.52505	
9.263	23.54217	
9.264	23.55992	
9.265	23.57616	
9.265	23.59301	
9.266	23.60892	
9.267	23.62523	
9.268	23.64198	
9.269	23.65863	
9.27	23.67472	
9.27	23.69132	
9.271	23.70892	
9.272	23.72808	
9.273	23.74609	
9.274	23.76307	
9.275	23.77954	
9.275	23.79676	
9.276	23.81273	
9.277	23.829	
9.278	23.84628	
9.279	23.8639	
9.28	23.88168	
9.28	23.9002	
9.281	23.91622	
9.282	23.93222	
9.283	23.94847	
9.284	23.96483	
9.285	23.98161	
9.285	23.99814	
9.286	24.0155	
9.287	24.03277	
9.288	24.0493	
9.289	24.06659	
9.29	24.08353	
9.29	24.10067	
9.291	24.11759	
9.292	24.13442	
9.293	24.14996	
9.294	24.16556	
9.295	24.18092	
9.295	24.19716	
9.296	24.21395	
9.297	24.23113	
9.298	24.24897	
9.299	24.26743	
9.3	24.28511	
9.3	24.30243	
9.301	24.31983	
9.302	24.33703	
9.303	24.35335	
9.304	24.37204	
9.305	24.38783	
9.305	24.40486	
9.306	24.42182	
9.307	24.43639	
9.308	24.45039	
9.309	24.46537	
9.309	24.48033	
9.31	24.49547	
9.311	24.512	
9.312	24.52776	
9.313	24.54187	
9.314	24.55713	
9.314	24.57388	
9.315	24.59149	
9.316	24.60814	
9.317	24.62394	
9.318	24.64045	
9.319	24.65665	
9.319	24.67167	
9.32	24.68653	
9.321	24.7018	
9.322	24.71647	
9.323	24.73251	
9.324	24.74974	
9.324	24.76584	
9.325	24.78387	
9.326	24.7995	
9.327	24.8146	
9.328	24.83037	
9.329	24.84612	
9.329	24.86254	
9.33	24.87989	
9.331	24.89735	
9.332	24.91362	
9.333	24.93058	
9.334	24.9482	
9.334	24.96432	
9.335	24.97919	
9.336	24.99408	
9.337	25.00962	
9.338	25.02598	
9.339	25.0422	
9.339	25.05755	
9.34	25.07416	
9.341	25.08963	
9.342	25.10541	
9.343	25.1216	
9.344	25.13769	
9.344	25.15294	
9.345	25.1679	
9.346	25.18107	
9.347	25.19655	
9.348	25.21352	
9.349	25.22926	
9.349	25.24647	
9.35	25.26275	
9.351	25.27817	
9.352	25.29426	
9.353	25.31	
9.354	25.32523	
9.354	25.34089	
9.355	25.35754	
9.356	25.37397	
9.357	25.39075	
9.358	25.40652	
9.359	25.42209	
9.359	25.43564	
9.36	25.44908	
9.361	25.46239	
9.362	25.47707	
9.363	25.49269	
9.364	25.50794	
9.364	25.52163	
9.365	25.53609	
9.366	25.55099	
9.367	25.56602	
9.368	25.58176	
9.369	25.59725	
9.369	25.6125	
9.37	25.62636	
9.371	25.64002	
9.372	25.65429	
9.373	25.66782	
9.374	25.68128	
9.374	25.69669	
9.375	25.7123	
9.376	25.7269	
9.377	25.74155	
9.378	25.75569	
9.379	25.77038	
9.379	25.78441	
9.38	25.79987	
9.381	25.8146	
9.382	25.82946	
9.383	25.84412	
9.384	25.85785	
9.384	25.87215	
9.385	25.88782	
9.386	25.90263	
9.387	25.91742	
9.388	25.93227	
9.389	25.94548	
9.389	25.95914	
9.39	25.97406	
9.391	25.98872	
9.392	26.00305	
9.393	26.01729	
9.394	26.03165	
9.394	26.0474	
9.395	26.06062	
9.396	26.07498	
9.397	26.09024	
9.398	26.10576	
9.399	26.1196	
9.399	26.13484	
9.4	26.15129	
9.401	26.16587	
9.402	26.18149	
9.403	26.19475	
9.404	26.20974	
9.404	26.22464	
9.405	26.23953	
9.406	26.25476	
9.407	26.26937	
9.408	26.28581	
9.409	26.30217	
9.409	26.31761	
9.41	26.33157	
9.411	26.34581	
9.412	26.35976	
9.413	26.37316	
9.414	26.38583	
9.414	26.39932	
9.415	26.41317	
9.416	26.42782	
9.417	26.44207	
9.418	26.45537	
9.419	26.46898	
9.419	26.48433	
9.42	26.49804	
9.421	26.51062	
9.422	26.52397	
9.423	26.53746	
9.424	26.55257	
9.424	26.56672	
9.425	26.58105	
9.426	26.59515	
9.427	26.60962	
9.428	26.62487	
9.429	26.63744	
9.429	26.65051	
9.43	26.6657	
9.431	26.67965	
9.432	26.69294	
9.433	26.70741	
9.434	26.72151	
9.434	26.73609	
9.435	26.74897	
9.436	26.76133	
9.437	26.77507	
9.438	26.78848	
9.439	26.80154	
9.439	26.81495	
9.44	26.82755	
9.441	26.84093	
9.442	26.85388	
9.443	26.86737	
9.444	26.88058	
9.444	26.89341	
9.445	26.90739	
9.446	26.92017	
9.447	26.93373	
9.448	26.94695	
9.449	26.96006	
9.449	26.97247	
9.45	26.98435	
9.451	26.99692	
9.452	27.01131	
9.453	27.02463	
9.454	27.03753	
9.454	27.05236	
9.455	27.06664	
9.456	27.08223	
9.457	27.09742	
9.458	27.11155	
9.459	27.12575	
9.459	27.13977	
9.46	27.15307	
9.461	27.16555	
9.462	27.17956	
9.463	27.19435	
9.464	27.20748	
9.464	27.22045	
9.465	27.2332	
9.466	27.24544	
9.467	27.25723	
9.468	27.26831	
9.469	27.27945	
9.469	27.29208	
9.47	27.30615	
9.471	27.31921	
9.472	27.33102	
9.473	27.34294	
9.474	27.35568	
9.474	27.36982	
9.475	27.38365	
9.476	27.39631	
9.477	27.40924	
9.478	27.42135	
9.479	27.43278	
9.479	27.44548	
9.48	27.458	
9.481	27.47008	
9.482	27.48314	
9.483	27.49568	
9.484	27.50683	
9.484	27.51902	
9.485	27.53191	
9.486	27.54453	
9.487	27.55762	
9.488	27.57137	
9.489	27.58542	
9.489	27.59929	
9.49	27.61136	
9.491	27.62399	
9.492	27.63734	
9.493	27.65126	
9.494	27.66391	
9.494	27.67593	
9.495	27.68737	
9.496	27.6989	
9.497	27.71087	
9.498	27.72115	
9.499	27.73155	
9.499	27.74233	
9.5	27.75354	
9.501	27.7666	
9.502	27.77911	
9.503	27.79004	
9.504	27.80134	
9.504	27.81354	
9.505	27.82617	
9.506	27.83939	
9.507	27.85126	
9.508	27.86234	
9.509	27.87384	
9.509	27.88446	
9.51	27.89583	
9.511	27.90879	
9.512	27.92087	
9.513	27.93248	
9.514	27.94294	
9.514	27.95465	
9.515	27.96716	
9.516	27.97878	
9.517	27.99032	
9.518	28.00198	
9.519	28.01574	
9.519	28.0295	
9.52	28.0423	
9.521	28.0536	
9.522	28.06544	
9.523	28.07871	
9.524	28.09223	
9.524	28.10543	
9.525	28.11794	
9.526	28.12897	
9.527	28.13902	
9.528	28.15029	
9.529	28.16333	
9.529	28.176	
9.53	28.18765	
9.531	28.1986	
9.532	28.20885	
9.533	28.21987	
9.534	28.23199	
9.534	28.24466	
9.535	28.25707	
9.536	28.26778	
9.537	28.27942	
9.538	28.29181	
9.539	28.30335	
9.539	28.3143	
9.54	28.32641	
9.541	28.3388	
9.542	28.35035	
9.543	28.361	
9.544	28.37108	
9.544	28.38231	
9.545	28.39408	
9.546	28.40472	
9.547	28.41549	
9.548	28.42655	
9.549	28.43762	
9.549	28.44757	
9.55	28.45745	
9.551	28.46895	
9.552	28.48131	
9.553	28.49328	
9.554	28.50534	
9.554	28.51608	
9.555	28.52697	
9.556	28.53782	
9.557	28.54944	
9.558	28.56006	
9.559	28.5705	
9.559	28.58144	
9.56	28.59091	
9.561	28.60075	
9.562	28.61096	
9.563	28.62082	
9.564	28.6314	
9.564	28.64315	
9.565	28.65414	
9.566	28.66485	
9.567	28.67693	
9.568	28.68775	
9.569	28.7	
9.569	28.71181	
9.57	28.72412	
9.571	28.73631	
9.572	28.74799	
9.573	28.7579	
9.574	28.76737	
9.574	28.77595	
9.575	28.78585	
9.576	28.79669	
9.577	28.80694	
9.578	28.81735	
9.579	28.82739	
9.579	28.83732	
9.58	28.84765	
9.581	28.85865	
9.582	28.86845	
9.583	28.87862	
9.584	28.89024	
9.584	28.90068	
9.585	28.91121	
9.586	28.92168	
9.587	28.93134	
9.588	28.94071	
9.589	28.95119	
9.589	28.96223	
9.59	28.97229	
9.591	28.98162	
9.592	28.99038	
9.593	28.99936	
9.594	29.00897	
9.594	29.0187	
9.595	29.02874	
9.596	29.03776	
9.597	29.04672	
9.598	29.05665	
9.599	29.06681	
9.599	29.07643	
9.6	29.0863	
9.601	29.09521	
9.602	29.10543	
9.603	29.11677	
9.604	29.12567	
9.604	29.13357	
9.605	29.14223	
9.606	29.15024	
9.607	29.15968	
9.608	29.16872	
9.609	29.17864	
9.609	29.18814	
9.61	29.19571	
9.611	29.20401	
9.612	29.21245	
9.613	29.22069	
9.614	29.22963	
9.614	29.2394	
9.615	29.24908	
9.616	29.25913	
9.617	29.26991	
9.618	29.28039	
9.619	29.29018	
9.619	29.29969	
9.62	29.31013	
9.621	29.32037	
9.622	29.33152	
9.623	29.34199	
9.624	29.35195	
9.624	29.36349	
9.625	29.37403	
9.626	29.38401	
9.627	29.39318	
9.628	29.40204	
9.629	29.41224	
9.629	29.42249	
9.63	29.4324	
9.631	29.44276	
9.632	29.45253	
9.633	29.46307	
9.634	29.47415	
9.634	29.48451	
9.635	29.49375	
9.636	29.50326	
9.637	29.51169	
9.638	29.51943	
9.639	29.52763	
9.639	29.53671	
9.64	29.54588	
9.641	29.55437	
9.642	29.56361	
9.643	29.57225	
9.644	29.57981	
9.644	29.58785	
9.645	29.59465	
9.646	29.60159	
9.647	29.60994	
9.648	29.61835	
9.649	29.62699	
9.649	29.63475	
9.65	29.64277	
9.651	29.65061	
9.652	29.65924	
9.653	29.66778	
9.654	29.67537	
9.654	29.68338	
9.655	29.69235	
9.656	29.70167	
9.657	29.71017	
9.658	29.71865	
9.659	29.72716	
9.659	29.73573	
9.66	29.74443	
9.661	29.75317	
9.662	29.76156	
9.663	29.76918	
9.664	29.77661	
9.664	29.78528	
9.665	29.79421	
9.666	29.80363	
9.667	29.81334	
9.668	29.82211	
9.669	29.83138	
9.669	29.83927	
9.67	29.8475	
9.671	29.85712	
9.672	29.86749	
9.673	29.87653	
9.674	29.88603	
9.674	29.89608	
9.675	29.90421	
9.676	29.91124	
9.677	29.91942	
9.678	29.92763	
9.679	29.9369	
9.679	29.94608	
9.68	29.95506	
9.681	29.96272	
9.682	29.97075	
9.683	29.97966	
9.684	29.98749	
9.684	29.99557	
9.685	30.00457	
9.686	30.01348	
9.687	30.02227	
9.688	30.03202	
9.689	30.043	
